naics6,naics6_title,weighted_auto_output,weighted_total_output,auto_share_of_output
459420,"Gift, Novelty, and Souvenir Retailers",4813764.658889938,20100804498.69772,0.00023948119385976864
459510,Used Merchandise Retailers,10315209.98333558,43073152497.209404,0.0002394811938597686
459910,Pet and Pet Supplies Retailers,1031520.9983335582,4307315249.72094,0.00023948119385976867
459920,Art Dealers,1375361.3311114109,5743086999.62792,0.00023948119385976862
459930,Manufactured (Mobile) Home Dealers,1031520.9983335582,4307315249.72094,0.00023948119385976867
459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers",3094562.9950006744,12921945749.16282,0.00023948119385976862
459999,All Other Miscellaneous Retailers,8939848.65222417,37330065497.58148,0.0002394811938597686
481111,Scheduled Passenger Air Transportation,118248714.00665174,66240750322.50159,0.0017851354857990394
481112,Scheduled Freight Air Transportation,103467624.75582027,57960656532.18889,0.0017851354857990394
481211,Nonscheduled Chartered Passenger Air Transportation,133029803.25748321,74520844112.81429,0.0017851354857990394
481212,Nonscheduled Chartered Freight Air Transportation,133029803.25748321,74520844112.81429,0.0017851354857990394
481219,Other Nonscheduled Air Transportation,29562178.501662936,16560187580.625397,0.0017851354857990394
482111,Line-Haul Railroads,644976417.7274392,32591014793.16426,0.01979000720967788
482112,Short Line Railroads,902966984.8184147,45627420710.42997,0.019790007209677874
483111,Deep Sea Freight Transportation,7231667.247807187,4231600754.9224844,0.0017089672836915965
483112,Deep Sea Passenger Transportation,7231667.247807187,4231600754.9224844,0.0017089672836915965
483113,Coastal and Great Lakes Freight Transportation,15909667.945175812,9309521660.829466,0.0017089672836915965
483114,Coastal and Great Lakes Passenger Transportation,14463334.495614374,8463201509.844969,0.0017089672836915965
483211,Inland Water Freight Transportation,14463334.495614374,8463201509.844969,0.0017089672836915965
483212,Inland Water Passenger Transportation,13017001.046052936,7616881358.860472,0.0017089672836915965
484110,"General Freight Trucking, Local",1020959401.6013408,43587376709.27745,0.02342328166273958
484121,"General Freight Trucking, Long-Distance, Truckload",850799501.3344507,36322813924.39787,0.023423281662739583
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",680639601.0675606,29058251139.5183,0.023423281662739583
484210,Used Household and Office Goods Moving,850799501.3344507,36322813924.39787,0.023423281662739583
484220,"Specialized Freight (except Used Goods) Trucking, Local",3913677706.138473,167084944052.23022,0.023423281662739583
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",4253997506.6722536,181614069621.98938,0.023423281662739583
485111,Mixed Mode Transit Systems,7819896.102414269,10784053050.157156,0.0007251351663464146
485112,Commuter Rail Systems,7819896.102414269,10784053050.157156,0.0007251351663464146
485113,Bus and Other Motor Vehicle Transit Systems,10426528.136552358,14378737400.209541,0.0007251351663464145
485119,Other Urban Transit Systems,10426528.136552358,14378737400.209541,0.0007251351663464145
485210,Interurban and Rural Bus Transportation,7819896.102414269,10784053050.157156,0.0007251351663464146
485310,Taxi and Ridesharing Services,13033160.170690447,17973421750.261925,0.0007251351663464146
485320,Limousine Service,9123212.119483313,12581395225.18335,0.0007251351663464144
485410,School and Employee Bus Transportation,5213264.068276179,7189368700.104771,0.0007251351663464145
485510,Charter Bus Industry,2606632.0341380895,3594684350.0523853,0.0007251351663464145
485991,Special Needs Transportation,7819896.102414269,10784053050.157156,0.0007251351663464146
485999,All Other Transit and Ground Passenger Transportation,6516580.085345224,8986710875.130962,0.0007251351663464146
486110,Pipeline Transportation of Crude Oil,2271558.0466423836,12156092063.316254,0.00018686581467224336
486210,Pipeline Transportation of Natural Gas,3975226.581624171,21273161110.803444,0.00018686581467224336
486910,Pipeline Transportation of Refined Petroleum Products,3407337.0699635753,18234138094.97438,0.00018686581467224336
486990,All Other Pipeline Transportation,2271558.0466423836,12156092063.316254,0.00018686581467224336
487110,"Scenic and Sightseeing Transportation, Land",1534384.218925716,11722616239.700321,0.00013089093659223472
487210,"Scenic and Sightseeing Transportation, Water",1150788.1641942868,8791962179.775242,0.0001308909365922347
487990,"Scenic and Sightseeing Transportation, Other",671293.0957800007,5128644604.868891,0.00013089093659223472
488111,Air Traffic Control,95899.01368285724,732663514.9812701,0.00013089093659223472
488119,Other Airport Operations,1438485.2052428587,10989952724.719051,0.00013089093659223475
488190,Other Support Activities for Air Transportation,958990.1368285725,7326635149.8127,0.00013089093659223475
488210,Support Activities for Rail Transportation,958990.1368285725,7326635149.8127,0.00013089093659223475
488310,Port and Harbor Operations,1054889.1505114296,8059298664.793971,0.00013089093659223472
488320,Marine Cargo Handling,479495.06841428624,3663317574.90635,0.00013089093659223475
488330,Navigational Services to Shipping,767192.109462858,5861308119.850161,0.00013089093659223472
488390,Other Support Activities for Water Transportation,575394.0820971434,4395981089.887621,0.0001308909365922347
488410,Motor Vehicle Towing,479495.06841428624,3663317574.90635,0.00013089093659223475
488490,Other Support Activities for Road Transportation,1438485.2052428587,10989952724.719051,0.00013089093659223475
488510,Freight Transportation Arrangement,479495.06841428624,3663317574.90635,0.00013089093659223475
488991,Packing and Crating,287697.0410485717,2197990544.9438105,0.0001308909365922347
488999,All Other Support Activities for Transportation,767192.109462858,5861308119.850161,0.00013089093659223472
491110,Postal Service,11067.054453960733,71710552540.90924,1.543295102578833e-07
492110,Couriers and Express Delivery Services,167237.12770558073,49611195733.234436,3.370955390892724e-06
492210,Local Messengers and Local Delivery,292664.97348476626,86819592533.16026,3.3709553908927238e-06
493110,General Warehousing and Storage,29619458.869915202,38563861526.099686,0.0007680625771843157
493120,Refrigerated Warehousing and Storage,44429188.3048728,57845792289.14952,0.0007680625771843158
493130,Farm Product Warehousing and Storage,29619458.869915202,38563861526.099686,0.0007680625771843157
493190,Other Warehousing and Storage,44429188.3048728,57845792289.14952,0.0007680625771843158
512110,Motion Picture and Video Production,116268.34157061116,34723425393.60633,3.3484122102774973e-06
512120,Motion Picture and Video Distribution,49829.28924454764,14881468025.831285,3.3484122102774973e-06
512131,Motion Picture Theaters (except Drive-Ins),49829.28924454764,14881468025.831285,3.3484122102774973e-06
512132,Drive-In Motion Picture Theaters,33219.526163031755,9920978683.887524,3.348412210277497e-06
512191,Teleproduction and Other Postproduction Services,105195.1661829339,31416432498.97716,3.348412210277497e-06
512199,Other Motion Picture and Video Industries,94121.99079525664,28109439604.347984,3.348412210277497e-06
512230,Music Publishers,0.0,11391335421.925428,0.0
512240,Sound Recording Studios,0.0,4142303789.7910647,0.0
512250,Record Production and Distribution,0.0,10355759474.477661,0.0
512290,Other Sound Recording Industries,0.0,7249031632.134363,0.0
513110,Newspaper Publishers,23158141.43542185,25601107985.18701,0.0009045757491754388
513120,Periodical Publishers,67826599.72697861,61325813220.835175,0.0011060040815559023
513130,Book Publishers,48264724.401814446,60498170470.67544,0.0007977881649364791
513140,Directory and Mailing List Publishers,3252275.6574843638,6961354211.338408,0.00046719008381834265
513191,Greeting Card Publishers,175573.25310340943,741743006.4416525,0.0002367036178011076
513199,All Other Publishers,247489037.80003235,207930673766.05484,0.0011902478519282109
513210,Software Publishers,148174862.26418325,449971708079.7315,0.00032929817498198756
516110,Radio Broadcasting Stations,39297343.53257325,35691346055.55445,0.0011010328237944845
516120,Television Broadcasting Stations,7859468.706514651,7138269211.11089,0.0011010328237944845
516210,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",177835031.81664217,212464171809.67215,0.0008370118608795314
517111,Wired Telecommunications Carriers,180405029.90362766,324534631016.5609,0.0005558883788104008
517112,Wireless Telecommunications Carriers (except Satellite),143635727.16108865,226471267232.31705,0.0006342337768337974
517121,Telecommunications Resellers,67242778.097657,18956184170.133804,0.003547273939425033
517122,Agents for Wireless Telecommunications Services,59400320.06748871,75016984525.0655,0.0007918249506235647
517410,Satellite Telecommunications,44828518.73177133,12637456113.422535,0.0035472739394250335
517810,All Other Telecommunications,67242778.097657,18956184170.133804,0.003547273939425033
518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",941072659.4426876,461164857305.81323,0.0020406426130138364
519210,Libraries and Archives,6629.281353048474,4974778202.453756,1.3325782745004895e-06
519290,Web Search Portals and All Other Information Services,52561896.94986346,44506385574.49668,0.0011809967552157909
521110,Monetary Authorities-Central Bank,616781740.2372183,202672922230.00967,0.003043237021752932
522110,Commercial Banking,539684022.707566,177338806951.25845,0.0030432370217529326
522130,Credit Unions,385488587.6482614,126670576393.75604,0.003043237021752932
522180,Savings Institutions and Other Depository Credit Intermediation,1310661198.0040889,430679959738.77057,0.003043237021752932
522210,Credit Card Issuing,25167093.957918976,16855533689.378983,0.0014931057314297486
522220,Sales Financing,55367606.70742175,37082174116.63376,0.0014931057314297488
522291,Consumer Lending,40267350.33267036,26968853903.00637,0.0014931057314297488
522292,Real Estate Credit,45300769.12425415,30339960640.882168,0.0014931057314297486
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation",206370170.4549356,138215376252.90765,0.0014931057314297488
522310,Mortgage and Nonmortgage Loan Brokers,45300769.12425415,30339960640.882168,0.0014931057314297486
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",70467863.08217314,47195494330.26115,0.001493105731429749
522390,Other Activities Related to Credit Intermediation,30200512.74950277,20226640427.254776,0.0014931057314297488
523150,Investment Banking and Securities Intermediation,999356041.008153,136335820773.31836,0.00733010616974796
523160,Commodity Contracts Intermediation,749517030.7561147,102251865579.98877,0.00733010616974796
523210,Securities and Commodity Exchanges,218609133.97053346,29823460794.16339,0.00733010616974796
523910,Miscellaneous Intermediation,46430132.32438055,101174769692.27359,0.0004589101854701457
523940,Portfolio Management and Investment Advice,82542457.46556541,179866257230.70862,0.0004589101854701456
523991,"Trust, Fiduciary, and Custody Activities",41271228.73278271,89933128615.35431,0.0004589101854701456
523999,Miscellaneous Financial Investment Activities,77383553.87396757,168624616153.78934,0.00045891018547014557
524113,Direct Life Insurance Carriers,5233008.683293249,102409595168.65085,5.109881232003106e-05
524114,Direct Health and Medical Insurance Carriers,162141853.44662338,117583893849.68773,0.001378946113605456
524126,Direct Property and Casualty Insurance Carriers,432378275.8576623,313557050265.834,0.0013789461136054558
524127,Direct Title Insurance Carriers,90078807.47034632,65324385472.04874,0.001378946113605456
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",162141853.44662338,117583893849.68773,0.001378946113605456
524130,Reinsurance Carriers,108094568.96441558,78389262566.4585,0.0013789461136054558
524210,Insurance Agencies and Brokerages,587161962.7577804,106763164516.15765,0.005499668030811495
524291,Claims Adjusting,685022289.8840772,124557025268.8506,0.005499668030811495
524292,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds,685022289.8840772,124557025268.8506,0.005499668030811495
524298,All Other Insurance Related Activities,1174323925.5155609,213526329032.3153,0.005499668030811495
525110,Pension Funds,0.0,26673164848.29019,0.0
525120,Health and Welfare Funds,0.0,16670728030.18137,0.0
525190,Other Insurance Funds,0.0,13336582424.145096,0.0
525910,Open-End Investment Funds,0.0,16670728030.18137,0.0
525920,"Trusts, Estates, and Agency Accounts",0.0,26673164848.29019,0.0
525990,Other Financial Vehicles,0.0,53346329696.58038,0.0
531110,Lessors of Residential Buildings and Dwellings,0.0,615335309318.9202,0.0
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),52138096.226489805,517073834355.7392,0.00010083298121525052
531130,Lessors of Miniwarehouses and Self-Storage Units,11731071.650960207,116341612730.04132,0.00010083298121525052
531190,Lessors of Other Real Estate Property,24765595.707582656,245610071318.97614,0.0001008329812152505
531210,Offices of Real Estate Agents and Brokers,29979405.330231637,297317454754.55005,0.0001008329812152505
531311,Residential Property Managers,18248333.67927143,180975842024.50873,0.00010083298121525049
531312,Nonresidential Property Managers,18248333.67927143,180975842024.50873,0.00010083298121525049
531320,Offices of Real Estate Appraisers,5213809.6226489805,51707383435.57392,0.0001008329812152505
531390,Other Activities Related to Real Estate,16944881.273609187,168048996165.61523,0.00010083298121525052
532111,Passenger Car Rental,35956940.63121864,30681236213.363937,0.0011719521462944425
532112,Passenger Car Leasing,26967705.47341398,23010927160.022953,0.0011719521462944425
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",47942587.50829152,40908314951.15192,0.0011719521462944425
532210,Consumer Electronics and Appliances Rental,6773477.463616744,7252472949.372368,0.0009339541851311453
532281,Formal Wear and Costume Rental,5870347.135134512,6285476556.122719,0.0009339541851311453
532282,Video Tape and Disc Rental,64634.129797325644,2009663442.6915689,3.2161668677597227e-05
532283,Home Health Equipment Rental,4515651.642411163,4834981966.248245,0.0009339541851311454
532284,Recreational Goods Rental,10837563.94178679,11603956718.995789,0.0009339541851311453
532289,All Other Consumer Goods Rental,5870347.135134512,6285476556.122719,0.0009339541851311453
532310,General Rental Centers,1354695.4927233488,1450494589.8744736,0.0009339541851311453
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",50003966.64006021,22509349631.297333,0.0022214754072918193
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",59095596.93825298,26601958655.16957,0.00222147540729182
532420,Office Machinery and Equipment Rental and Leasing,50003966.64006021,22509349631.297333,0.0022214754072918193
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,186378421.1129517,83898484989.38097,0.0022214754072918197
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),2215200695.529745,215795604582.27597,0.010265272547222619
541110,Offices of Lawyers,515988183.20834064,278499193262.0136,0.0018527457015751426
541191,Title Abstract and Settlement Offices,89737075.34058098,48434642306.43715,0.0018527457015751426
541199,All Other Legal Services,179474150.68116197,96869284612.8743,0.0018527457015751426
541211,Offices of Certified Public Accountants,163324984.76690438,111554277249.24823,0.0014640853653866063
541213,Tax Preparation Services,37690381.10005486,25743294749.826515,0.0014640853653866063
541214,Payroll Services,37690381.10005486,25743294749.826515,0.0014640853653866063
541219,Other Accounting Services,125634603.66684952,85810982499.42172,0.0014640853653866061
541310,Architectural Services,24258441.86528994,24454687695.570198,0.0009919751242492537
541320,Landscape Architectural Services,72775325.59586982,73364063086.7106,0.0009919751242492534
541330,Engineering Services,107430242.54628403,108299331223.23944,0.0009919751242492539
541340,Drafting Services,13861966.780165682,13974107254.611542,0.0009919751242492537
541350,Building Inspection Services,24258441.86528994,24454687695.570198,0.0009919751242492537
541360,Geophysical Surveying and Mapping Services,45051392.035538465,45415848577.48751,0.0009919751242492537
541370,Surveying and Mapping (except Geophysical) Services,51982375.42562131,52402902204.79328,0.0009919751242492537
541380,Testing Laboratories and Services,114361225.93636687,115286384850.54523,0.0009919751242492537
541410,Interior Design Services,47028573.11703021,8834655760.391672,0.0053231924811233695
541420,Industrial Design Services,47028573.11703021,8834655760.391672,0.0053231924811233695
541430,Graphic Design Services,147804086.9392378,27766060961.230972,0.005323192481123369
541490,Other Specialized Design Services,67183675.88147172,12620936800.559532,0.005323192481123369
541511,Custom Computer Programming Services,1766702803.4012628,264337940192.96185,0.006683500681406543
541512,Computer Systems Design Services,785756234.6380057,335151390864.86127,0.0023444814971835697
541513,Computer Facilities Management Services,34169361.97618102,34564394217.85658,0.0009885711220863382
541519,Other Computer Related Services,17084680.98809051,17282197108.92829,0.0009885711220863382
541611,Administrative Management and General Management Consulting Services,93557485.75420706,58968287944.19394,0.001586572868500904
541612,Human Resources Consulting Services,93557485.75420706,58968287944.19394,0.001586572868500904
541613,Marketing Consulting Services,42526129.888275936,26803767247.36088,0.001586572868500904
541614,"Process, Physical Distribution, and Logistics Consulting Services",153094067.59779337,96493562090.49918,0.001586572868500904
541618,Other Management Consulting Services,17010451.955310374,10721506898.944353,0.001586572868500904
541620,Environmental Consulting Services,25264935.33924546,17045123071.43768,0.0014822383642146668
541690,Other Scientific and Technical Consulting Services,96848918.80044094,65339638440.5111,0.0014822383642146668
541713,Research and Development in Nanotechnology,6995352.075718797,22176146570.378536,0.0003154448882053628
541714,Research and Development in Biotechnology (except Nanobiotechnology),69953520.75718796,221761465703.78537,0.00031544488820536273
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",115423309.24936014,365906418411.24585,0.0003154448882053628
541720,Research and Development in the Social Sciences and Humanities,48967464.53003158,155233025992.64975,0.0003154448882053628
541810,Advertising Agencies,36472578.80991949,19678455939.190468,0.0018534268604521367
541820,Public Relations Agencies,43767094.571903385,23614147127.02856,0.0018534268604521364
541830,Media Buying Agencies,14589031.523967795,7871382375.676187,0.0018534268604521367
541840,Media Representatives,58356126.09587118,31485529502.704746,0.0018534268604521367
541850,Indoor and Outdoor Display Advertising,87534189.14380677,47228294254.05712,0.0018534268604521364
541860,Direct Mail Advertising,21883547.285951693,11807073563.51428,0.0018534268604521364
541870,Advertising Material Distribution Services,65650641.85785508,35421220690.54284,0.0018534268604521367
541890,Other Services Related to Advertising,51061610.33388728,27549838314.866653,0.0018534268604521364
541910,Marketing Research and Public Opinion Polling,157890597.41818166,30361711971.074276,0.005200319322197795
541921,"Photography Studios, Portrait",0.0,7599911227.40128,0.0
541922,Commercial Photography,0.0,5911042065.756551,0.0
541930,Translation and Interpretation Services,110523418.19272718,21253198379.75199,0.005200319322197796
541940,Veterinary Services,0.0,65628921661.00901,0.0
541990,"All Other Professional, Scientific, and Technical Services",363148374.0618178,69831937533.47084,0.005200319322197795
551111,Offices of Bank Holding Companies,1490514827.944504,115265953334.08209,0.012931093569533557
551112,Offices of Other Holding Companies,4968382759.815014,384219844446.9403,0.012931093569533559
551114,"Corporate, Subsidiary, and Regional Managing Offices",3477867931.870509,268953891112.85822,0.012931093569533557
561110,Office Administrative Services,120017324.35375278,91008191270.19351,0.0013187529900186047
561210,Facilities Support Services,139051433.6115414,41697986893.29176,0.003334727740391504
561311,Employment Placement Agencies,667764225.8040148,308446472655.1236,0.0021649274185432076
561312,Executive Search Services,104338160.28187731,48194761352.36306,0.0021649274185432076
561320,Temporary Help Services,333882112.9020074,154223236327.5618,0.0021649274185432076
561330,Professional Employer Organizations,125205792.33825278,57833713622.83568,0.0021649274185432076
561410,Document Preparation Services,45888737.524851255,17126402955.142712,0.002679414798603217
561421,Telephone Answering Services,24473993.346587338,9134081576.076113,0.0026794147986032176
561422,Telemarketing Bureaus and Other Contact Centers,24473993.346587338,9134081576.076113,0.0026794147986032176
561431,Private Mail Centers,18355495.009940505,6850561182.057085,0.0026794147986032176
561439,Other Business Service Centers (including Copy Shops),30592491.68323417,11417601970.09514,0.0026794147986032176
561440,Collection Agencies,27533242.514910754,10275841773.085627,0.0026794147986032176
561450,Credit Bureaus,30592491.68323417,11417601970.09514,0.0026794147986032176
561491,Repossession Services,6118498.336646834,2283520394.019028,0.0026794147986032176
561492,Court Reporting and Stenotype Services,21414744.17826392,7992321379.066599,0.0026794147986032176
561499,All Other Business Support Services,27533242.514910754,10275841773.085627,0.0026794147986032176
561510,Travel Agencies,0.0,5792280495.325021,0.0
561520,Tour Operators,0.0,5792280495.325021,0.0
561591,Convention and Visitors Bureaus,0.0,11584560990.650042,0.0
561599,All Other Travel Arrangement and Reservation Services,0.0,59853565118.35855,0.0
561611,Investigation and Personal Background Check Services,99871958.59448273,28100690855.28486,0.0035540748485085715
561612,Security Guards and Patrol Services,99871958.59448273,28100690855.28486,0.0035540748485085715
561613,Armored Car Services,8322663.216206894,2341724237.940405,0.0035540748485085715
561621,Security Systems Services (except Locksmiths),66581305.729655154,18733793903.52324,0.0035540748485085715
561622,Locksmiths,33290652.864827577,9366896951.76162,0.0035540748485085715
561710,Exterminating and Pest Control Services,98224873.08894248,19244866394.027813,0.005103951935952345
561720,Janitorial Services,308706743.99381924,60483865809.8017,0.005103951935952345
561730,Landscaping Services,567035503.8760755,148478015858.24344,0.003818986269438311
561740,Carpet and Upholstery Cleaning Services,182417621.4508932,35740466160.337364,0.005103951935952346
561790,Other Services to Buildings and Dwellings,280642494.5398357,54985332554.36517,0.005103951935952346
561910,Packaging and Labeling Services,108393456.00412528,18831503780.87967,0.0057559639031154386
561920,Convention and Trade Show Organizers,216786912.00825056,37663007561.75934,0.0057559639031154386
561990,All Other Support Services,201302132.57908982,34972792735.91938,0.00575596390311544
562111,Solid Waste Collection,37951198.223264426,24081288699.89381,0.001575962096390289
562112,Hazardous Waste Collection,11859749.444770133,7525402718.716816,0.001575962096390289
562119,Other Waste Collection,21347549.00058624,13545724893.690268,0.0015759620963902892
562211,Hazardous Waste Treatment and Disposal,40323148.112218454,25586369243.637173,0.0015759620963902892
562212,Solid Waste Landfill,30835348.556402348,19566047068.66372,0.0015759620963902892
562213,Solid Waste Combustors and Incinerators,21347549.00058624,13545724893.690268,0.0015759620963902892
562219,Other Nonhazardous Waste Treatment and Disposal,11859749.444770133,7525402718.716816,0.001575962096390289
562910,Remediation Services,42695098.00117248,27091449787.380535,0.0015759620963902892
562920,Materials Recovery Facilities,11859749.444770133,7525402718.716816,0.001575962096390289
562991,Septic Tank and Related Services,21347549.00058624,13545724893.690268,0.0015759620963902892
562998,All Other Miscellaneous Waste Management Services,26091448.77849429,16555885981.176994,0.001575962096390289
611110,Elementary and Secondary Schools,0.0,65278481007.751915,0.0
611210,Junior Colleges,0.0,48996251917.27423,0.0
611310,"Colleges, Universities, and Professional Schools",0.0,127390254984.913,0.0
611410,Business and Secretarial Schools,0.0,3524839116.1420813,0.0
611420,Computer Training,0.0,4699785488.189442,0.0
611430,Professional and Management Development Training,0.0,3524839116.1420813,0.0
611511,Cosmetology and Barber Schools,0.0,5287258674.213121,0.0
611512,Flight Training,0.0,3524839116.1420813,0.0
611513,Apprenticeship Training,0.0,5874731860.236802,0.0
611519,Other Technical and Trade Schools,0.0,22323981068.89985,0.0
611610,Fine Arts Schools,0.0,12924410092.520966,0.0
611620,Sports and Recreation Instruction,0.0,19386615138.78145,0.0
611630,Language Schools,0.0,3524839116.1420813,0.0
611691,Exam Preparation and Tutoring,0.0,6462205046.260483,0.0
611692,Automobile Driving Schools,0.0,2349892744.094721,0.0
611699,All Other Miscellaneous Schools and Instruction,0.0,9399570976.378883,0.0
611710,Educational Support Services,0.0,7637151418.307842,0.0
621111,Offices of Physicians (except Mental Health Specialists),0.0,513253376117.5269,0.0
621112,"Offices of Physicians, Mental Health Specialists",0.0,125183750272.56754,0.0
621210,Offices of Dentists,0.0,174535063254.38123,0.0
621310,Offices of Chiropractors,0.0,6116054158.217076,0.0
621320,Offices of Optometrists,0.0,6116054158.217076,0.0
621330,Offices of Mental Health Practitioners (except Physicians),0.0,12232108316.434153,0.0
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",0.0,42812379107.51953,0.0
621391,Offices of Podiatrists,0.0,10193423597.028461,0.0
621399,Offices of All Other Miscellaneous Health Practitioners,0.0,69315280459.79353,0.0
621410,Family Planning Centers,0.0,48457420357.77012,0.0
621420,Outpatient Mental Health and Substance Abuse Centers,0.0,53841578175.30013,0.0
621491,HMO Medical Centers,0.0,16152473452.590038,0.0
621492,Kidney Dialysis Centers,0.0,21536631270.120052,0.0
621493,Freestanding Ambulatory Surgical and Emergency Centers,0.0,37689104722.71009,0.0
621498,All Other Outpatient Care Centers,0.0,43073262540.240105,0.0
621511,Medical Laboratories,0.0,35030248510.580414,0.0
621512,Diagnostic Imaging Centers,0.0,40561340380.67206,0.0
621610,Home Health Care Services,0.0,128751388893.92082,0.0
621910,Ambulance Services,0.0,8668772083.227997,0.0
621991,Blood and Organ Banks,0.0,19071298583.101593,0.0
621999,All Other Miscellaneous Ambulatory Health Care Services,0.0,20805052999.747192,0.0
622110,General Medical and Surgical Hospitals,0.0,199895627770.91373,0.0
622210,Psychiatric and Substance Abuse Hospitals,0.0,466423131465.46533,0.0
622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,0.0,466423131465.46533,0.0
623110,Nursing Care Facilities (Skilled Nursing Facilities),0.0,117104487848.45898,0.0
623210,Residential Intellectual and Developmental Disability Facilities,0.0,15803854021.715538,0.0
623220,Residential Mental Health and Substance Abuse Facilities,0.0,27656744538.00219,0.0
623311,Continuing Care Retirement Communities,0.0,35131346354.53769,0.0
623312,Assisted Living Facilities for the Elderly,0.0,93683590278.76718,0.0
623990,Other Residential Care Facilities,0.0,29632226290.716633,0.0
624110,Child and Youth Services,0.0,38003868468.36236,0.0
624120,Services for the Elderly and Persons with Disabilities,0.0,38003868468.36236,0.0
624190,Other Individual and Family Services,0.0,93547983922.12273,0.0
624210,Community Food Services,0.0,9564631594.713675,0.0
624221,Temporary Shelters,0.0,19129263189.42735,0.0
624229,Other Community Housing Services,0.0,11158736860.499287,0.0
624230,Emergency and Other Relief Services,0.0,12752842126.284899,0.0
624310,Vocational Rehabilitation Services,0.0,20723368455.21296,0.0
624410,Child Care Services,0.0,85320405397.54497,0.0
711110,Theater Companies and Dinner Theaters,765558.5819379658,13864036034.47794,5.521902713135825e-05
711120,Dance Companies,510372.3879586439,9242690689.65196,5.521902713135825e-05
711130,Musical Groups and Artists,956948.2274224573,17330045043.097427,5.5219027131358244e-05
711190,Other Performing Arts Companies,255186.19397932195,4621345344.82598,5.521902713135825e-05
711211,Sports Teams and Clubs,5525421.864919083,22772575681.789455,0.00024263491061037935
711212,Racetracks,243571.69220952562,2283794080.2721014,0.00010665221278641085
711219,Other Spectator Sports,7956607.48548348,32792508981.776814,0.00024263491061037937
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",1575730.0633874342,36125136152.24769,4.3618660888822504e-05
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",1556276.6058147498,35679146817.03475,4.361866088882251e-05
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",564150.2696078467,12933690721.175098,4.36186608888225e-05
711510,"Independent Artists, Writers, and Performers",37307944.70765672,69935675123.22382,0.0005334608501586871
712110,Museums,341.88357822220325,8621389195.326471,3.965527718056544e-08
712120,Historical Sites,92.04557875213165,2321143244.8955884,3.965527718056544e-08
712130,Zoos and Botanical Gardens,210.38989429058662,5305470274.047059,3.965527718056544e-08
712190,Nature Parks and Other Similar Institutions,197.24052589742496,4973878381.919118,3.965527718056544e-08
713110,Amusement and Theme Parks,0.0,8452658144.712443,0.0
713120,Amusement Arcades,0.0,16905316289.424887,0.0
713210,Casinos (except Casino Hotels),0.0,21681860743.181442,0.0
713290,Other Gambling Industries,0.0,65045582229.54432,0.0
713910,Golf Courses and Country Clubs,83150.11503902123,1441368592.5300012,5.768830781380475e-05
713920,Skiing Facilities,221733.6401040566,3843649580.080003,5.768830781380476e-05
713930,Marinas,166300.23007804246,2882737185.0600023,5.768830781380475e-05
713940,Fitness and Recreational Sports Centers,3572398.4731077156,35776346911.78964,9.985364022536569e-05
713950,Bowling Centers,56865.475680966265,4415498328.191137,1.2878608812487514e-05
713990,All Other Amusement and Recreation Industries,3242854.4865218275,56213375108.670044,5.768830781380475e-05
721110,Hotels (except Casino Hotels) and Motels,147061816.39123386,218494096127.08548,0.0006730699776240015
721120,Casino Hotels,35014718.18838902,52022403839.78226,0.0006730699776240016
721191,Bed-and-Breakfast Inns,0.4928382456048559,665540592.371123,7.405081692297986e-10
721199,All Other Traveler Accommodation,2.2177721052218518,2994932665.6700535,7.405081692297986e-10
721211,RV (Recreational Vehicle) Parks and Campgrounds,1.2320956140121397,1663851480.9278073,7.405081692297986e-10
721214,Recreational and Vacation Camps (except Campgrounds),3.696286842036419,4991554442.783422,7.405081692297985e-10
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",3.2034485964315635,4326013850.412299,7.405081692297987e-10
722310,Food Service Contractors,1920895.0699214973,42158021274.73579,4.55641657705752e-05
722320,Caterers,1067163.9277341652,23421122930.408768,4.5564165770575204e-05
722330,Mobile Food Services,2561193.4265619963,56210695032.98105,4.55641657705752e-05
722410,Drinking Places (Alcoholic Beverages),2134327.8554683304,46842245860.817535,4.5564165770575204e-05
722511,Full-Service Restaurants,130616616.62749264,583206600668.8815,0.00022396285720649944
