ReceivingCode,ReceivingDescription,total_industry_output,auto_attributed_output,auto_share_of_output
149,Petroleum lubricating oil and grease manufacturing,441448574.47040004,14503367.25519819,0.03285403576758105
445,Environmental and other technical consulting services,1379871480.146,14436232.798429463,0.01046201259040589
443,"Other computer related services, including facilities management",1824526514.42,14078555.912686246,0.007716279155944021
216,"Copper rolling, drawing, extruding and alloying",30062752.549654,13314493.516803013,0.44289003459718973
271,"Speed changer, industrial high-speed drive, and gear manufacturing",17345018.19017,13169519.724244025,0.7592681414256244
201,Gypsum product manufacturing,127298212.72592,13029283.545453876,0.10235244679755744
374,All other miscellaneous manufacturing,547488236.356738,12885859.445933651,0.02353632204352488
299,Other electronic component manufacturing,24126975.7803948,12840322.50038271,0.5321977614292029
211,Alumina refining and primary aluminum production,54541659.77069999,12635417.746328149,0.23166544251585003
410,Software publishers,5254497265.198,12537024.742420083,0.0023859608464269822
498,Personal and household goods repair and maintenance,2143492059.0,12516522.743251473,0.005839313792042125
515,Local government electric utilities,424467023.07,11413592.607309008,0.026889232818980997
146,Petroleum refineries,3761258871.201871,11229436.551451841,0.0029855526928577484
400,Transit and ground passenger transportation,1491948994.0,9712241.154308062,0.006509767554632677
268,Machine tool manufacturing,234056659.48013002,9337649.213723838,0.039894823904878245
196,Ready-mix concrete manufacturing,1270193546.290103,9266802.816695588,0.00729558329418493
413,Radio and television broadcasting,1267704103.75732,9088200.404663632,0.007169023416211494
150,All other petroleum and coal products manufacturing,195986231.40053,8862064.427957358,0.04521779088576011
152,Industrial gas manufacturing,626943018.118657,8149774.624154473,0.012999227024826717
190,"Brick, tile, and other structural clay product manufacturing",67342593.915526,7745284.759984911,0.11501316343264907
228,Fabricated structural metal manufacturing,304241061.33942795,7726650.943066682,0.025396476429085317
147,Asphalt paving mixture and block manufacturing,214709456.078737,7552069.353810962,0.03517343619482466
144,Printing,1032614823.875506,7211210.547962365,0.006983446664941314
236,"Metal barrels, drums and pails manufacturing",40995973.206719704,7063884.284380947,0.1723067836141306
272,Mechanical power transmission equipment manufacturing,12908706.5220445,7013462.727071675,0.5433125863613538
398,Water transportation,416298611.37340003,6778010.932300963,0.016281608314617727
391,Retail - Gasoline stores,3281834828.0,6550255.028711,0.001995912461171248
125,Wood preservation,90333296.68580161,6515489.794248184,0.07212722255571433
