naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
3344,"Total, all occupations",00-0000,Summary,392.3,100.0,0.2,436.8,100.0,0.2,44.5,11.4,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Management occupations,11-0000,Summary,37.6,9.6,0.3,42.6,9.8,0.3,5.0,13.3,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Top executives,11-1000,Summary,6.7,1.7,0.2,7.4,1.7,0.2,0.8,11.7,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Chief executives,11-1011,Line Item,0.5,0.1,0.2,0.5,0.1,0.2,0.1,11.7,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,General and operations managers,11-1021,Line Item,6.2,1.6,0.2,6.9,1.6,0.2,0.7,11.7,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,4.9,1.2,0.4,5.5,1.3,0.4,0.6,11.7,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Marketing and sales managers,11-2020,Summary,4.7,1.2,0.5,5.3,1.2,0.5,0.6,11.7,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Marketing managers,11-2021,Line Item,2.1,0.5,0.5,2.3,0.5,0.5,0.2,11.7,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Sales managers,11-2022,Line Item,2.7,0.7,0.4,3.0,0.7,0.5,0.3,11.7,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Public relations and fundraising managers,11-2030,Summary,0.1,0.0,0.1,0.2,0.0,0.1,0.0,11.7,12.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Public relations managers,11-2032,Line Item,0.1,0.0,0.2,0.2,0.0,0.2,0.0,11.7,13.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Operations specialties managers,11-3000,Summary,16.1,4.1,0.6,18.6,4.3,0.6,2.5,15.4,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Administrative services and facilities managers,11-3010,Summary,1.1,0.3,0.3,1.2,0.3,0.3,0.1,11.7,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Administrative services managers,11-3012,Line Item,0.4,0.1,0.1,0.4,0.1,0.1,0.0,11.7,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Facilities managers,11-3013,Line Item,0.7,0.2,0.5,0.8,0.2,0.5,0.1,11.7,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Computer and information systems managers,11-3021,Line Item,4.6,1.2,0.7,5.5,1.3,0.7,0.9,19.6,19.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Financial managers,11-3031,Line Item,2.1,0.5,0.2,2.6,0.6,0.3,0.5,22.9,20.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Industrial production managers,11-3051,Line Item,5.3,1.3,2.2,5.9,1.4,2.4,0.6,11.7,21.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Purchasing managers,11-3061,Line Item,1.0,0.3,1.2,1.1,0.3,1.3,0.1,11.7,22.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,"Transportation, storage, and distribution managers",11-3071,Line Item,1.1,0.3,0.5,1.2,0.3,0.5,0.1,11.7,23.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Compensation and benefits managers,11-3111,Line Item,0.1,0.0,0.3,0.1,0.0,0.3,0.0,6.1,24.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Human resources managers,11-3121,Line Item,0.9,0.2,0.4,1.0,0.2,0.4,0.1,11.7,25.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Training and development managers,11-3131,Line Item,0.1,0.0,0.2,0.1,0.0,0.2,0.0,11.7,26.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Other management occupations,11-9000,Summary,10.0,2.5,0.2,11.1,2.5,0.2,1.2,11.8,27.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Architectural and engineering managers,11-9041,Line Item,7.4,1.9,3.5,8.3,1.9,3.8,0.9,11.7,35.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,"Managers, all other",11-9199,Line Item,2.4,0.6,0.2,2.7,0.6,0.2,0.3,11.7,50.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Business and financial operations occupations,13-0000,Summary,28.0,7.1,0.2,31.9,7.3,0.3,3.9,14.1,51.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Business operations specialists,13-1000,Summary,23.1,5.9,0.3,26.4,6.1,0.3,3.4,14.6,52.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Buyers and purchasing agents,13-1020,Line Item,5.4,1.4,1.0,6.3,1.4,1.1,0.9,17.3,54.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Compliance officers,13-1041,Line Item,0.5,0.1,0.1,0.5,0.1,0.1,0.1,11.7,58.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Cost estimators,13-1051,Line Item,0.5,0.1,0.2,0.5,0.1,0.2,0.0,2.8,59.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Human resources workers,13-1070,Summary,2.3,0.6,0.2,2.6,0.6,0.2,0.3,11.7,60.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Human resources specialists,13-1071,Line Item,2.3,0.6,0.2,2.6,0.6,0.3,0.3,11.7,61.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
3344,Logisticians and project management specialists,13-1080,Summary,6.9,1.8,0.5,8.1,1.9,0.6,1.2,16.8,64.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=334400&ioType=i
