naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
5413,"Total, all occupations",00-0000,Summary,1703.6,100.0,1.0,1770.7,100.0,1.0,67.1,3.9,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Management occupations,11-0000,Summary,180.4,10.6,1.3,190.5,10.8,1.3,10.1,5.6,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Top executives,11-1000,Summary,60.4,3.5,1.5,63.2,3.6,1.5,2.8,4.6,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Chief executives,11-1011,Line Item,2.8,0.2,0.9,3.0,0.2,0.9,0.1,4.5,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,General and operations managers,11-1021,Line Item,57.6,3.4,1.6,60.2,3.4,1.6,2.6,4.6,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,11.0,0.6,0.9,11.5,0.7,0.9,0.5,4.5,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Marketing and sales managers,11-2020,Summary,10.6,0.6,1.0,11.1,0.6,1.0,0.5,4.5,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Marketing managers,11-2021,Line Item,6.0,0.4,1.5,6.3,0.4,1.5,0.3,4.5,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Sales managers,11-2022,Line Item,4.6,0.3,0.7,4.8,0.3,0.7,0.2,4.6,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Public relations and fundraising managers,11-2030,Summary,0.4,0.0,0.3,0.4,0.0,0.3,0.0,4.6,12.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Public relations managers,11-2032,Line Item,0.4,0.0,0.5,0.4,0.0,0.5,0.0,4.6,13.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Operations specialties managers,11-3000,Summary,29.3,1.7,1.1,31.9,1.8,1.0,2.6,9.0,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Administrative services and facilities managers,11-3010,Summary,4.6,0.3,1.1,4.8,0.3,1.1,0.2,4.6,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Administrative services managers,11-3012,Line Item,3.3,0.2,1.2,3.4,0.2,1.2,0.1,4.5,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Facilities managers,11-3013,Line Item,1.3,0.1,0.8,1.3,0.1,0.8,0.1,4.6,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Computer and information systems managers,11-3021,Line Item,8.2,0.5,1.2,9.2,0.5,1.2,1.0,11.9,19.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Financial managers,11-3031,Line Item,6.6,0.4,0.8,7.6,0.4,0.8,1.0,15.0,20.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Industrial production managers,11-3051,Line Item,3.1,0.2,1.3,3.2,0.2,1.3,0.1,4.6,21.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Purchasing managers,11-3061,Line Item,1.4,0.1,1.7,1.5,0.1,1.7,0.1,4.6,22.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,"Transportation, storage, and distribution managers",11-3071,Line Item,1.6,0.1,0.7,1.7,0.1,0.7,0.1,4.6,23.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Compensation and benefits managers,11-3111,Line Item,0.2,0.0,0.9,0.2,0.0,0.9,0.0,-0.6,24.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Human resources managers,11-3121,Line Item,3.2,0.2,1.5,3.4,0.2,1.5,0.1,4.6,25.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Training and development managers,11-3131,Line Item,0.4,0.0,0.8,0.4,0.0,0.8,0.0,4.5,26.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Other management occupations,11-9000,Summary,79.7,4.7,1.4,83.9,4.7,1.4,4.2,5.3,27.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Construction managers,11-9021,Line Item,11.1,0.7,2.0,12.2,0.7,2.0,1.1,9.8,29.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Architectural and engineering managers,11-9041,Line Item,54.7,3.2,25.7,57.1,3.2,25.9,2.5,4.6,35.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Medical and health services managers,11-9111,Line Item,0.3,0.0,0.0,0.3,0.0,0.0,0.1,22.1,41.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Natural sciences managers,11-9121,Line Item,3.3,0.2,3.2,3.5,0.2,3.2,0.1,4.4,42.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,"Property, real estate, and community association managers",11-9141,Line Item,0.3,0.0,0.1,0.3,0.0,0.1,0.0,4.6,44.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Emergency management directors,11-9161,Line Item,0.1,0.0,0.5,0.1,0.0,0.5,0.0,4.7,46.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,"Managers, all other",11-9199,Line Item,9.9,0.6,0.7,10.3,0.6,0.7,0.5,4.6,50.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
5413,Business and financial operations occupations,13-0000,Summary,211.6,12.4,1.9,222.3,12.6,1.9,10.7,5.1,51.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=541300&ioType=i
