naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
3359,"Total, all occupations",00-0000,Summary,165.7,100.0,0.1,214.1,100.0,0.1,48.4,29.2,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
3359,Management occupations,11-0000,Summary,12.3,7.4,0.1,16.2,7.6,0.1,3.9,31.4,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
3359,Top executives,11-1000,Summary,3.5,2.1,0.1,4.6,2.2,0.1,1.1,30.2,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
3359,Chief executives,11-1011,Line Item,0.2,0.1,0.1,0.3,0.1,0.1,0.1,30.2,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
3359,General and operations managers,11-1021,Line Item,3.3,2.0,0.1,4.3,2.0,0.1,1.0,30.2,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
3359,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,1.7,1.0,0.1,2.2,1.0,0.2,0.5,30.2,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
3359,Marketing and sales managers,11-2020,Summary,1.7,1.0,0.2,2.2,1.0,0.2,0.5,30.2,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
3359,Marketing managers,11-2021,Line Item,0.6,0.3,0.1,0.8,0.4,0.2,0.2,30.2,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
3359,Sales managers,11-2022,Line Item,1.1,0.7,0.2,1.4,0.7,0.2,0.3,30.2,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
3359,Operations specialties managers,11-3000,Summary,5.0,3.0,0.2,6.7,3.1,0.2,1.7,33.1,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
3359,Administrative services and facilities managers,11-3010,Summary,0.4,0.2,0.1,0.5,0.2,0.1,0.1,30.2,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=335900&ioType=i
