naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
4231,"Total, all occupations",00-0000,Summary,381.1,100.0,0.2,398.4,100.0,0.2,17.3,4.5,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Management occupations,11-0000,Summary,29.5,7.7,0.2,31.3,7.9,0.2,1.9,6.3,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Top executives,11-1000,Summary,15.3,4.0,0.4,16.1,4.1,0.4,0.9,5.7,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Chief executives,11-1011,Line Item,0.4,0.1,0.1,0.4,0.1,0.1,0.0,5.7,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,General and operations managers,11-1021,Line Item,14.9,3.9,0.4,15.7,3.9,0.4,0.8,5.7,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,5.4,1.4,0.5,5.7,1.4,0.5,0.3,5.7,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Marketing and sales managers,11-2020,Summary,5.3,1.4,0.5,5.6,1.4,0.5,0.3,5.7,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Marketing managers,11-2021,Line Item,1.1,0.3,0.3,1.1,0.3,0.3,0.1,5.7,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Sales managers,11-2022,Line Item,4.3,1.1,0.7,4.5,1.1,0.7,0.2,5.7,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Operations specialties managers,11-3000,Summary,7.1,1.9,0.3,7.7,1.9,0.3,0.6,8.3,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Administrative services and facilities managers,11-3010,Summary,0.7,0.2,0.2,0.8,0.2,0.2,0.0,5.7,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Administrative services managers,11-3012,Line Item,0.5,0.1,0.2,0.5,0.1,0.2,0.0,5.7,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Facilities managers,11-3013,Line Item,0.3,0.1,0.2,0.3,0.1,0.2,0.0,5.7,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Computer and information systems managers,11-3021,Line Item,0.7,0.2,0.1,0.8,0.2,0.1,0.1,13.1,19.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Financial managers,11-3031,Line Item,1.3,0.3,0.1,1.5,0.4,0.1,0.2,16.3,20.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Industrial production managers,11-3051,Line Item,0.7,0.2,0.3,0.7,0.2,0.3,0.0,5.7,21.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Purchasing managers,11-3061,Line Item,0.5,0.1,0.6,0.5,0.1,0.6,0.0,5.7,22.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,"Transportation, storage, and distribution managers",11-3071,Line Item,2.9,0.8,1.3,3.0,0.8,1.3,0.2,5.7,23.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Human resources managers,11-3121,Line Item,0.3,0.1,0.1,0.3,0.1,0.1,0.0,5.7,25.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Training and development managers,11-3131,Line Item,0.1,0.0,0.1,0.1,0.0,0.1,0.0,5.7,26.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Other management occupations,11-9000,Summary,1.7,0.4,0.0,1.8,0.5,0.0,0.1,5.8,27.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Architectural and engineering managers,11-9041,Line Item,0.9,0.2,0.4,0.9,0.2,0.4,0.0,5.7,35.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,"Managers, all other",11-9199,Line Item,0.8,0.2,0.1,0.8,0.2,0.1,0.0,5.7,50.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Business and financial operations occupations,13-0000,Summary,16.9,4.4,0.2,18.2,4.6,0.2,1.3,7.6,51.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Business operations specialists,13-1000,Summary,13.1,3.4,0.2,14.2,3.6,0.2,1.1,8.3,52.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
4231,Buyers and purchasing agents,13-1020,Line Item,3.4,0.9,0.6,3.7,0.9,0.7,0.4,11.0,54.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423100&ioType=i
