naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
3339,"Total, all occupations",00-0000,Summary,780.2,100.0,0.5,782.8,100.0,0.4,2.6,0.3,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Management occupations,11-0000,Summary,60.3,7.7,0.4,61.4,7.8,0.4,1.1,1.8,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Top executives,11-1000,Summary,16.5,2.1,0.4,16.6,2.1,0.4,0.1,0.8,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Chief executives,11-1011,Line Item,0.8,0.1,0.2,0.8,0.1,0.2,0.0,0.8,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,General and operations managers,11-1021,Line Item,15.7,2.0,0.4,15.8,2.0,0.4,0.1,0.8,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,9.2,1.2,0.8,9.3,1.2,0.7,0.1,0.8,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Marketing and sales managers,11-2020,Summary,9.2,1.2,0.9,9.3,1.2,0.9,0.1,0.8,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Marketing managers,11-2021,Line Item,2.5,0.3,0.6,2.5,0.3,0.6,0.0,0.8,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Sales managers,11-2022,Line Item,6.7,0.9,1.1,6.7,0.9,1.0,0.1,0.8,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Operations specialties managers,11-3000,Summary,23.7,3.0,0.8,24.4,3.1,0.8,0.8,3.3,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Administrative services and facilities managers,11-3010,Summary,1.6,0.2,0.4,1.6,0.2,0.4,0.0,0.8,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Administrative services managers,11-3012,Line Item,0.9,0.1,0.3,0.9,0.1,0.3,0.0,0.8,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Facilities managers,11-3013,Line Item,0.7,0.1,0.5,0.7,0.1,0.5,0.0,0.8,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Computer and information systems managers,11-3021,Line Item,2.6,0.3,0.4,2.8,0.4,0.4,0.2,7.9,19.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Financial managers,11-3031,Line Item,3.9,0.5,0.4,4.3,0.6,0.4,0.4,10.9,20.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Industrial production managers,11-3051,Line Item,10.1,1.3,4.2,10.2,1.3,4.1,0.1,0.8,21.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Purchasing managers,11-3061,Line Item,1.8,0.2,2.2,1.8,0.2,2.1,0.0,0.8,22.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,"Transportation, storage, and distribution managers",11-3071,Line Item,1.9,0.2,0.9,1.9,0.2,0.8,0.0,0.8,23.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Human resources managers,11-3121,Line Item,1.5,0.2,0.7,1.5,0.2,0.7,0.0,0.8,25.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Training and development managers,11-3131,Line Item,0.1,0.0,0.2,0.1,0.0,0.2,0.0,0.8,26.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Other management occupations,11-9000,Summary,10.9,1.4,0.2,11.0,1.4,0.2,0.1,0.9,27.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
3339,Construction managers,11-9021,Line Item,0.2,0.0,0.0,0.2,0.0,0.0,0.0,5.9,29.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3330A1&ioType=i
