naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
3328,"Total, all occupations",00-0000,Summary,129.6,100.0,0.1,115.9,100.0,0.1,-13.7,-10.6,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Management occupations,11-0000,Summary,8.2,6.3,0.1,7.7,6.6,0.1,-0.5,-6.5,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Top executives,11-1000,Summary,4.4,3.4,0.1,4.1,3.6,0.1,-0.3,-6.8,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Chief executives,11-1011,Line Item,0.1,0.1,0.0,0.1,0.1,0.0,0.0,-6.8,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,General and operations managers,11-1021,Line Item,4.3,3.3,0.1,4.0,3.5,0.1,-0.3,-6.8,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,0.4,0.3,0.0,0.3,0.3,0.0,0.0,-6.8,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Marketing and sales managers,11-2020,Summary,0.4,0.3,0.0,0.3,0.3,0.0,0.0,-6.8,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Sales managers,11-2022,Line Item,0.3,0.3,0.1,0.3,0.3,0.0,0.0,-6.8,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Operations specialties managers,11-3000,Summary,3.1,2.4,0.1,3.0,2.5,0.1,-0.2,-6.1,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Administrative services and facilities managers,11-3010,Summary,0.2,0.2,0.0,0.2,0.2,0.0,0.0,-6.8,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Administrative services managers,11-3012,Line Item,0.1,0.1,0.0,0.1,0.1,0.0,0.0,-6.8,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Facilities managers,11-3013,Line Item,0.1,0.1,0.1,0.1,0.1,0.1,0.0,-6.8,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Computer and information systems managers,11-3021,Line Item,0.1,0.0,0.0,0.1,0.1,0.0,0.0,-0.3,19.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Financial managers,11-3031,Line Item,0.2,0.2,0.0,0.2,0.2,0.0,0.0,2.5,20.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Industrial production managers,11-3051,Line Item,2.5,1.9,1.0,2.3,2.0,0.9,-0.2,-6.8,21.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Human resources managers,11-3121,Line Item,0.1,0.1,0.0,0.1,0.1,0.0,0.0,-6.8,25.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Other management occupations,11-9000,Summary,0.3,0.2,0.0,0.2,0.2,0.0,0.0,-6.8,27.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Architectural and engineering managers,11-9041,Line Item,0.1,0.1,0.1,0.1,0.1,0.1,0.0,-6.8,35.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,"Managers, all other",11-9199,Line Item,0.1,0.1,0.0,0.1,0.1,0.0,0.0,-6.8,50.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
3328,Business and financial operations occupations,13-0000,Summary,3.1,2.4,0.0,2.9,2.5,0.0,-0.2,-6.7,51.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332800&ioType=i
