naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
4411,"Total, all occupations",00-0000,Summary,1287.3,100.0,0.8,1322.5,100.0,0.8,35.2,2.7,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Management occupations,11-0000,Summary,91.0,7.1,0.7,91.6,6.9,0.6,0.6,0.7,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Top executives,11-1000,Summary,34.8,2.7,0.9,35.9,2.7,0.8,1.1,3.3,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Chief executives,11-1011,Line Item,0.7,0.1,0.2,0.7,0.1,0.2,0.0,3.3,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,General and operations managers,11-1021,Line Item,34.1,2.6,0.9,35.2,2.7,0.9,1.1,3.3,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,36.2,2.8,3.1,33.7,2.6,2.7,-2.5,-6.9,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Marketing and sales managers,11-2020,Summary,36.2,2.8,3.5,33.7,2.5,3.1,-2.5,-6.9,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Marketing managers,11-2021,Line Item,0.8,0.1,0.2,0.8,0.1,0.2,0.0,-1.9,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Sales managers,11-2022,Line Item,35.3,2.7,5.7,32.8,2.5,5.1,-2.5,-7.0,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Operations specialties managers,11-3000,Summary,16.4,1.3,0.6,18.2,1.4,0.6,1.9,11.4,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Administrative services and facilities managers,11-3010,Summary,2.0,0.2,0.5,2.0,0.2,0.5,0.1,3.3,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Administrative services managers,11-3012,Line Item,1.0,0.1,0.4,1.0,0.1,0.4,0.0,3.3,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Facilities managers,11-3013,Line Item,1.0,0.1,0.7,1.0,0.1,0.7,0.0,3.3,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Computer and information systems managers,11-3021,Line Item,0.3,0.0,0.1,0.4,0.0,0.0,0.0,10.5,19.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Financial managers,11-3031,Line Item,12.6,1.0,1.5,14.3,1.1,1.4,1.7,13.6,20.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Industrial production managers,11-3051,Line Item,0.1,0.0,0.0,0.1,0.0,0.0,0.0,3.3,21.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Purchasing managers,11-3061,Line Item,0.3,0.0,0.3,0.3,0.0,0.3,0.0,3.3,22.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,"Transportation, storage, and distribution managers",11-3071,Line Item,0.7,0.1,0.3,0.7,0.1,0.3,0.0,3.3,23.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Human resources managers,11-3121,Line Item,0.3,0.0,0.2,0.4,0.0,0.2,0.0,3.3,25.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Other management occupations,11-9000,Summary,3.6,0.3,0.1,3.7,0.3,0.1,0.1,3.3,27.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,"Managers, all other",11-9199,Line Item,3.5,0.3,0.3,3.6,0.3,0.3,0.1,3.3,50.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Business and financial operations occupations,13-0000,Summary,42.9,3.3,0.4,44.0,3.3,0.4,1.1,2.5,51.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Business operations specialists,13-1000,Summary,21.1,1.6,0.3,21.5,1.6,0.3,0.4,2.1,52.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Buyers and purchasing agents,13-1020,Line Item,5.0,0.4,1.0,5.5,0.4,1.0,0.4,8.5,54.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,"Claims adjusters, appraisers, examiners, and investigators",13-1030,Summary,0.2,0.0,0.1,0.2,0.0,0.1,0.0,-11.2,55.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,"Insurance appraisers, auto damage",13-1032,Line Item,0.2,0.0,1.9,0.2,0.0,1.9,0.0,-12.2,57.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Compliance officers,13-1041,Line Item,0.2,0.0,0.1,0.2,0.0,0.1,0.0,3.3,58.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Cost estimators,13-1051,Line Item,6.3,0.5,2.8,6.0,0.5,2.8,-0.3,-5.0,59.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Human resources workers,13-1070,Summary,3.0,0.2,0.3,3.1,0.2,0.3,0.1,3.3,60.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Human resources specialists,13-1071,Line Item,3.0,0.2,0.3,3.1,0.2,0.3,0.1,3.3,61.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Logisticians and project management specialists,13-1080,Summary,0.3,0.0,0.0,0.3,0.0,0.0,0.0,7.9,64.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Logisticians,13-1081,Line Item,0.1,0.0,0.0,0.1,0.0,0.0,0.0,15.7,65.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Project management specialists,13-1082,Line Item,0.2,0.0,0.0,0.2,0.0,0.0,0.0,3.3,66.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
4411,Management analysts,13-1111,Line Item,0.4,0.0,0.0,0.4,0.0,0.0,0.0,3.3,67.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441100&ioType=i
