naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
3252,"Total, all occupations",00-0000,Summary,368.7,100.0,0.2,376.7,100.0,0.2,8.0,2.2,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Management occupations,11-0000,Summary,35.6,9.7,0.3,36.8,9.8,0.3,1.2,3.4,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Top executives,11-1000,Summary,8.8,2.4,0.2,9.0,2.4,0.2,0.2,2.5,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Chief executives,11-1011,Line Item,0.4,0.1,0.1,0.5,0.1,0.1,0.0,2.5,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,General and operations managers,11-1021,Line Item,8.4,2.3,0.2,8.6,2.3,0.2,0.2,2.5,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,3.2,0.9,0.3,3.2,0.9,0.3,0.1,2.5,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Marketing and sales managers,11-2020,Summary,3.1,0.8,0.3,3.2,0.9,0.3,0.1,2.5,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Marketing managers,11-2021,Line Item,1.0,0.3,0.3,1.0,0.3,0.2,0.0,2.5,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Sales managers,11-2022,Line Item,2.1,0.6,0.3,2.2,0.6,0.3,0.1,2.5,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Operations specialties managers,11-3000,Summary,17.5,4.7,0.6,18.2,4.8,0.6,0.8,4.3,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Administrative services and facilities managers,11-3010,Summary,1.7,0.5,0.4,1.7,0.5,0.4,0.0,2.5,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Administrative services managers,11-3012,Line Item,0.4,0.1,0.2,0.5,0.1,0.2,0.0,2.5,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Facilities managers,11-3013,Line Item,1.3,0.3,0.8,1.3,0.3,0.8,0.0,2.5,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Computer and information systems managers,11-3021,Line Item,1.6,0.4,0.2,1.8,0.5,0.2,0.2,9.7,19.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Financial managers,11-3031,Line Item,2.0,0.5,0.2,2.2,0.6,0.2,0.2,12.8,20.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Industrial production managers,11-3051,Line Item,9.2,2.5,3.8,9.5,2.5,3.8,0.2,2.5,21.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Purchasing managers,11-3061,Line Item,0.7,0.2,0.8,0.7,0.2,0.8,0.0,2.5,22.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,"Transportation, storage, and distribution managers",11-3071,Line Item,1.4,0.4,0.7,1.4,0.4,0.6,0.0,2.5,23.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Human resources managers,11-3121,Line Item,0.7,0.2,0.3,0.7,0.2,0.3,0.0,2.5,25.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Training and development managers,11-3131,Line Item,0.1,0.0,0.3,0.1,0.0,0.2,0.0,2.5,26.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Other management occupations,11-9000,Summary,6.1,1.7,0.1,6.3,1.7,0.1,0.2,2.6,27.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Construction managers,11-9021,Line Item,0.1,0.0,0.0,0.1,0.0,0.0,0.0,7.6,29.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Architectural and engineering managers,11-9041,Line Item,2.3,0.6,1.1,2.3,0.6,1.0,0.1,2.5,35.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Natural sciences managers,11-9121,Line Item,0.9,0.3,0.9,1.0,0.3,0.9,0.0,2.5,42.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Emergency management directors,11-9161,Line Item,0.1,0.0,0.5,0.1,0.0,0.5,0.0,2.5,46.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,"Managers, all other",11-9199,Line Item,2.8,0.7,0.2,2.8,0.8,0.2,0.1,2.5,50.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Business and financial operations occupations,13-0000,Summary,21.6,5.8,0.2,22.8,6.0,0.2,1.2,5.6,51.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Business operations specialists,13-1000,Summary,17.4,4.7,0.2,18.5,4.9,0.2,1.1,6.4,52.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Buyers and purchasing agents,13-1020,Line Item,3.4,0.9,0.7,3.7,1.0,0.7,0.3,7.6,54.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Compliance officers,13-1041,Line Item,1.0,0.3,0.2,1.0,0.3,0.2,0.0,2.5,58.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Cost estimators,13-1051,Line Item,0.2,0.0,0.1,0.2,0.0,0.1,0.0,-5.7,59.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Human resources workers,13-1070,Summary,2.1,0.6,0.2,2.2,0.6,0.2,0.1,2.5,60.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Human resources specialists,13-1071,Line Item,2.1,0.6,0.2,2.2,0.6,0.2,0.1,2.5,61.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Logisticians and project management specialists,13-1080,Summary,5.9,1.6,0.5,6.6,1.7,0.5,0.6,10.2,64.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Logisticians,13-1081,Line Item,3.7,1.0,1.5,4.3,1.1,1.5,0.6,14.8,65.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Project management specialists,13-1082,Line Item,2.2,0.6,0.2,2.3,0.6,0.2,0.1,2.5,66.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,Management analysts,13-1111,Line Item,0.6,0.2,0.1,0.7,0.2,0.1,0.0,2.5,67.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
3252,"Compensation, benefits, and job analysis specialists",13-1141,Line Item,0.2,0.0,0.2,0.2,0.0,0.2,0.0,2.5,70.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=3250A1&ioType=i
