naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
4238,"Total, all occupations",00-0000,Summary,777.5,100.0,0.5,808.9,100.0,0.5,31.4,4.0,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Management occupations,11-0000,Summary,76.2,9.8,0.6,79.6,9.8,0.6,3.4,4.5,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Top executives,11-1000,Summary,41.6,5.3,1.0,43.1,5.3,1.0,1.5,3.7,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Chief executives,11-1011,Line Item,1.4,0.2,0.4,1.4,0.2,0.4,0.1,4.0,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,General and operations managers,11-1021,Line Item,40.2,5.2,1.1,41.7,5.2,1.1,1.5,3.7,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,15.6,2.0,1.3,16.2,2.0,1.3,0.6,3.8,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Marketing and sales managers,11-2020,Summary,15.4,2.0,1.5,16.0,2.0,1.5,0.6,3.8,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Marketing managers,11-2021,Line Item,2.2,0.3,0.5,2.3,0.3,0.5,0.1,3.5,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Sales managers,11-2022,Line Item,13.2,1.7,2.1,13.7,1.7,2.1,0.5,3.9,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Public relations and fundraising managers,11-2030,Summary,0.2,0.0,0.1,0.2,0.0,0.1,0.0,3.1,12.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Public relations managers,11-2032,Line Item,0.2,0.0,0.2,0.2,0.0,0.2,0.0,3.1,13.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Operations specialties managers,11-3000,Summary,14.6,1.9,0.5,15.7,1.9,0.5,1.1,7.4,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Administrative services and facilities managers,11-3010,Summary,1.8,0.2,0.4,1.8,0.2,0.4,0.1,3.9,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
4238,Administrative services managers,11-3012,Line Item,1.0,0.1,0.4,1.1,0.1,0.4,0.0,3.6,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=423800&ioType=i
