naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
3363,"Total, all occupations",00-0000,Summary,553.3,100.0,0.3,429.3,100.0,0.2,-124.0,-22.4,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Management occupations,11-0000,Summary,25.8,4.7,0.2,20.4,4.8,0.1,-5.4,-20.8,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Top executives,11-1000,Summary,5.3,1.0,0.1,4.1,1.0,0.1,-1.1,-21.4,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Chief executives,11-1011,Line Item,0.3,0.0,0.1,0.2,0.0,0.1,-0.1,-21.4,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,General and operations managers,11-1021,Line Item,5.0,0.9,0.1,3.9,0.9,0.1,-1.1,-21.4,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,2.0,0.4,0.2,1.5,0.4,0.1,-0.4,-21.5,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Marketing and sales managers,11-2020,Summary,1.9,0.3,0.2,1.5,0.4,0.1,-0.4,-21.4,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Marketing managers,11-2021,Line Item,0.4,0.1,0.1,0.3,0.1,0.1,-0.1,-21.4,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Sales managers,11-2022,Line Item,1.5,0.3,0.2,1.2,0.3,0.2,-0.3,-21.4,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Operations specialties managers,11-3000,Summary,14.4,2.6,0.5,11.4,2.7,0.4,-2.9,-20.2,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Administrative services and facilities managers,11-3010,Summary,1.1,0.2,0.3,0.9,0.2,0.2,-0.2,-21.4,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Administrative services managers,11-3012,Line Item,0.4,0.1,0.1,0.3,0.1,0.1,-0.1,-21.4,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Facilities managers,11-3013,Line Item,0.8,0.1,0.5,0.6,0.1,0.4,-0.2,-21.4,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Computer and information systems managers,11-3021,Line Item,0.9,0.2,0.1,0.8,0.2,0.1,-0.1,-15.9,19.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Financial managers,11-3031,Line Item,1.6,0.3,0.2,1.4,0.3,0.1,-0.2,-13.6,20.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Industrial production managers,11-3051,Line Item,7.8,1.4,3.2,6.1,1.4,2.5,-1.7,-21.4,21.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Purchasing managers,11-3061,Line Item,1.0,0.2,1.1,0.7,0.2,0.9,-0.2,-21.4,22.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,"Transportation, storage, and distribution managers",11-3071,Line Item,0.9,0.2,0.4,0.7,0.2,0.3,-0.2,-21.4,23.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Human resources managers,11-3121,Line Item,1.1,0.2,0.5,0.8,0.2,0.4,-0.2,-21.4,25.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Other management occupations,11-9000,Summary,4.2,0.8,0.1,3.3,0.8,0.1,-0.9,-21.4,27.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Architectural and engineering managers,11-9041,Line Item,3.4,0.6,1.6,2.7,0.6,1.2,-0.7,-21.4,35.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,"Managers, all other",11-9199,Line Item,0.7,0.1,0.1,0.6,0.1,0.0,-0.2,-21.4,50.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Business and financial operations occupations,13-0000,Summary,20.8,3.8,0.2,16.8,3.9,0.1,-4.1,-19.5,51.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Business operations specialists,13-1000,Summary,17.2,3.1,0.2,13.9,3.2,0.2,-3.3,-19.0,52.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Buyers and purchasing agents,13-1020,Line Item,4.2,0.8,0.8,3.4,0.8,0.6,-0.7,-17.5,54.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Compliance officers,13-1041,Line Item,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-21.4,58.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Cost estimators,13-1051,Line Item,0.2,0.0,0.1,0.2,0.0,0.1,-0.1,-27.7,59.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Human resources workers,13-1070,Summary,3.5,0.6,0.3,2.8,0.6,0.3,-0.8,-21.4,60.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Human resources specialists,13-1071,Line Item,3.5,0.6,0.4,2.7,0.6,0.3,-0.7,-21.4,61.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Logisticians and project management specialists,13-1080,Summary,4.0,0.7,0.3,3.3,0.8,0.2,-0.7,-16.6,64.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Logisticians,13-1081,Line Item,2.0,0.4,0.8,1.8,0.4,0.6,-0.2,-12.0,65.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Project management specialists,13-1082,Line Item,1.9,0.4,0.2,1.5,0.4,0.1,-0.4,-21.4,66.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Management analysts,13-1111,Line Item,0.5,0.1,0.0,0.4,0.1,0.0,-0.1,-21.4,67.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,"Compensation, benefits, and job analysis specialists",13-1141,Line Item,0.1,0.0,0.1,0.1,0.0,0.1,0.0,-21.4,70.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Training and development specialists,13-1151,Line Item,1.9,0.3,0.4,1.6,0.4,0.3,-0.3,-17.5,71.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Market research analysts and marketing specialists,13-1161,Line Item,0.9,0.2,0.1,0.7,0.2,0.1,-0.2,-21.4,72.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,"Business operations specialists, all other",13-1199,Line Item,1.7,0.3,0.1,1.3,0.3,0.1,-0.4,-21.4,73.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Financial specialists,13-2000,Summary,3.6,0.7,0.1,2.8,0.7,0.1,-0.8,-21.5,74.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Accountants and auditors,13-2011,Line Item,2.8,0.5,0.2,2.2,0.5,0.1,-0.6,-21.4,75.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Budget analysts,13-2031,Line Item,0.1,0.0,0.2,0.1,0.0,0.1,0.0,-21.4,77.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Financial analysts and advisors,13-2050,Summary,0.7,0.1,0.1,0.5,0.1,0.1,-0.1,-21.4,79.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Financial and investment analysts,13-2051,Line Item,0.7,0.1,0.2,0.5,0.1,0.1,-0.1,-21.4,80.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Computer and mathematical occupations,15-0000,Summary,6.8,1.2,0.1,5.3,1.2,0.1,-1.5,-21.6,92.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Computer occupations,15-1200,Summary,6.6,1.2,0.1,5.1,1.2,0.1,-1.5,-22.1,93.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Computer and information analysts,15-1210,Summary,1.1,0.2,0.2,0.9,0.2,0.1,-0.2,-18.7,94.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Computer systems analysts,15-1211,Line Item,0.9,0.2,0.2,0.7,0.2,0.1,-0.2,-20.7,95.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Information security analysts,15-1212,Line Item,0.1,0.0,0.1,0.1,0.0,0.1,0.0,-6.5,96.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Computer support specialists,15-1230,Summary,1.3,0.2,0.1,0.9,0.2,0.1,-0.4,-28.6,98.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Computer network support specialists,15-1231,Line Item,0.2,0.0,0.2,0.2,0.0,0.1,-0.1,-25.4,99.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Computer user support specialists,15-1232,Line Item,1.1,0.2,0.1,0.8,0.2,0.1,-0.3,-29.3,100.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Database and network administrators and architects,15-1240,Summary,1.0,0.2,0.2,0.7,0.2,0.1,-0.3,-27.6,101.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Computer network architects,15-1241,Line Item,0.1,0.0,0.1,0.1,0.0,0.0,0.0,-17.5,102.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Database administrators,15-1242,Line Item,0.1,0.0,0.1,0.1,0.0,0.1,0.0,-26.9,103.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,Network and computer systems administrators,15-1244,Line Item,0.8,0.1,0.2,0.5,0.1,0.2,-0.2,-29.3,105.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
3363,"Software and web developers, programmers, and testers",15-1250,Summary,2.8,0.5,0.1,2.3,0.5,0.1,-0.5,-18.5,106.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=336300&ioType=i
