naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
3313,"Total, all occupations",00-0000,Summary,59.3,100.0,0.0,58.4,100.0,0.0,-0.9,-1.5,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Management occupations,11-0000,Summary,3.2,5.4,0.0,3.3,5.6,0.0,0.1,2.4,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Top executives,11-1000,Summary,0.7,1.3,0.0,0.8,1.3,0.0,0.0,1.6,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,General and operations managers,11-1021,Line Item,0.7,1.2,0.0,0.7,1.2,0.0,0.0,1.6,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,0.3,0.5,0.0,0.3,0.5,0.0,0.0,1.6,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Marketing and sales managers,11-2020,Summary,0.3,0.5,0.0,0.3,0.5,0.0,0.0,1.6,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Marketing managers,11-2021,Line Item,0.1,0.1,0.0,0.1,0.1,0.0,0.0,1.6,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Sales managers,11-2022,Line Item,0.2,0.4,0.0,0.2,0.4,0.0,0.0,1.6,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Operations specialties managers,11-3000,Summary,1.8,3.0,0.1,1.8,3.1,0.1,0.1,3.0,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Administrative services and facilities managers,11-3010,Summary,0.2,0.3,0.0,0.2,0.3,0.0,0.0,1.6,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Facilities managers,11-3013,Line Item,0.1,0.2,0.1,0.1,0.2,0.1,0.0,1.6,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Computer and information systems managers,11-3021,Line Item,0.1,0.1,0.0,0.1,0.2,0.0,0.0,8.7,19.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Financial managers,11-3031,Line Item,0.2,0.3,0.0,0.2,0.4,0.0,0.0,11.7,20.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Industrial production managers,11-3051,Line Item,0.9,1.6,0.4,1.0,1.6,0.4,0.0,1.6,21.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Purchasing managers,11-3061,Line Item,0.1,0.1,0.1,0.1,0.2,0.1,0.0,1.6,22.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,"Transportation, storage, and distribution managers",11-3071,Line Item,0.1,0.3,0.1,0.2,0.3,0.1,0.0,1.6,23.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Human resources managers,11-3121,Line Item,0.1,0.2,0.0,0.1,0.2,0.0,0.0,1.6,25.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Other management occupations,11-9000,Summary,0.4,0.6,0.0,0.4,0.6,0.0,0.0,1.6,27.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
3313,Architectural and engineering managers,11-9041,Line Item,0.2,0.4,0.1,0.2,0.4,0.1,0.0,1.6,35.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331300&ioType=i
