naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
3311,"Total, all occupations",00-0000,Summary,85.6,100.0,0.1,86.9,100.0,0.0,1.3,1.5,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,Management occupations,11-0000,Summary,4.7,5.5,0.0,4.8,5.6,0.0,0.2,3.5,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,Top executives,11-1000,Summary,1.3,1.5,0.0,1.3,1.5,0.0,0.0,2.5,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,Chief executives,11-1011,Line Item,0.1,0.2,0.0,0.1,0.2,0.0,0.0,2.5,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,General and operations managers,11-1021,Line Item,1.2,1.4,0.0,1.2,1.4,0.0,0.0,2.5,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,0.5,0.5,0.0,0.5,0.5,0.0,0.0,2.5,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,Marketing and sales managers,11-2020,Summary,0.5,0.5,0.0,0.5,0.5,0.0,0.0,2.5,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,Marketing managers,11-2021,Line Item,0.1,0.1,0.0,0.1,0.1,0.0,0.0,2.5,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,Sales managers,11-2022,Line Item,0.4,0.5,0.1,0.4,0.5,0.1,0.0,2.5,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,Operations specialties managers,11-3000,Summary,2.5,3.0,0.1,2.6,3.0,0.1,0.1,4.3,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,Administrative services and facilities managers,11-3010,Summary,0.2,0.3,0.1,0.2,0.3,0.1,0.0,2.5,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,Administrative services managers,11-3012,Line Item,0.1,0.1,0.0,0.1,0.1,0.0,0.0,2.5,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
3311,Facilities managers,11-3013,Line Item,0.1,0.2,0.1,0.1,0.2,0.1,0.0,2.5,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=331100&ioType=i
