naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
4413,"Total, all occupations",00-0000,Summary,594.1,100.0,0.3,611.7,100.0,0.3,17.6,3.0,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441300&ioType=i
4413,Management occupations,11-0000,Summary,31.4,5.3,0.2,32.5,5.3,0.2,1.1,3.5,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441300&ioType=i
4413,Top executives,11-1000,Summary,26.4,4.4,0.7,27.3,4.5,0.6,0.9,3.4,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441300&ioType=i
4413,Chief executives,11-1011,Line Item,0.1,0.0,0.0,0.1,0.0,0.0,0.0,3.4,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441300&ioType=i
4413,General and operations managers,11-1021,Line Item,26.3,4.4,0.7,27.2,4.4,0.7,0.9,3.4,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441300&ioType=i
4413,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,3.0,0.5,0.3,3.1,0.5,0.3,0.1,3.4,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441300&ioType=i
4413,Marketing and sales managers,11-2020,Summary,3.0,0.5,0.3,3.1,0.5,0.3,0.1,3.4,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441300&ioType=i
4413,Marketing managers,11-2021,Line Item,0.2,0.0,0.0,0.2,0.0,0.0,0.0,3.4,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441300&ioType=i
4413,Sales managers,11-2022,Line Item,2.9,0.5,0.5,2.9,0.5,0.5,0.1,3.4,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441300&ioType=i
4413,Operations specialties managers,11-3000,Summary,1.5,0.3,0.1,1.6,0.3,0.1,0.1,5.6,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=441300&ioType=i
