naics_code,Occupation Title,Occupation Code,Occupation Type,2024 Employment,2024 Percent of Industry,2024 Percent of Occupation,Projected 2034 Employment,Projected 2034 Percent of Industry,Projected 2034 Percent of Occupation,"Employment Change, 2024-2034","Employment Percent Change, 2024-2034",Occupation Sort,Display Level,source_url
3327,"Total, all occupations",00-0000,Summary,333.2,100.0,0.2,319.8,100.0,0.2,-13.4,-4.0,,0.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Management occupations,11-0000,Summary,23.0,6.9,0.2,22.8,7.1,0.2,-0.2,-0.9,2.0,1.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Top executives,11-1000,Summary,12.7,3.8,0.3,12.7,4.0,0.3,0.0,-0.3,3.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Chief executives,11-1011,Line Item,0.4,0.1,0.1,0.4,0.1,0.1,0.0,-0.8,4.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,General and operations managers,11-1021,Line Item,12.3,3.7,0.3,12.3,3.8,0.3,0.0,-0.3,5.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,"Advertising, marketing, promotions, public relations, and sales managers",11-2000,Summary,1.0,0.3,0.1,1.0,0.3,0.1,0.0,-2.4,7.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Marketing and sales managers,11-2020,Summary,1.0,0.3,0.1,1.0,0.3,0.1,0.0,-2.4,9.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Marketing managers,11-2021,Line Item,0.1,0.0,0.0,0.1,0.0,0.0,0.0,-0.3,10.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Sales managers,11-2022,Line Item,0.9,0.3,0.1,0.9,0.3,0.1,0.0,-2.7,11.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Operations specialties managers,11-3000,Summary,8.2,2.5,0.3,8.1,2.5,0.3,-0.1,-1.4,15.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Administrative services and facilities managers,11-3010,Summary,0.4,0.1,0.1,0.3,0.1,0.1,0.0,-3.1,16.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Administrative services managers,11-3012,Line Item,0.2,0.1,0.1,0.2,0.1,0.1,0.0,-3.3,17.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Facilities managers,11-3013,Line Item,0.2,0.0,0.1,0.1,0.0,0.1,0.0,-2.9,18.0,4.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Computer and information systems managers,11-3021,Line Item,0.2,0.0,0.0,0.2,0.1,0.0,0.0,4.3,19.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Financial managers,11-3031,Line Item,0.8,0.3,0.1,0.9,0.3,0.1,0.1,7.2,20.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Industrial production managers,11-3051,Line Item,6.2,1.9,2.6,6.0,1.9,2.5,-0.1,-2.0,21.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Purchasing managers,11-3061,Line Item,0.2,0.0,0.2,0.2,0.0,0.2,0.0,-4.7,22.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,"Transportation, storage, and distribution managers",11-3071,Line Item,0.3,0.1,0.1,0.2,0.1,0.1,0.0,-8.7,23.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Human resources managers,11-3121,Line Item,0.2,0.1,0.1,0.2,0.1,0.1,0.0,-5.1,25.0,3.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
3327,Other management occupations,11-9000,Summary,1.1,0.3,0.0,1.1,0.3,0.0,0.0,-2.4,27.0,2.0,https://data.bls.gov/projections/nationalMatrix?queryParams=332700&ioType=i
