segment_id,segment_name,year,methodology,occcd,soctitle,employment,share,share_2024,share_2034,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,empl_2021,ep_openings_annual_avg,openings
1,1. Materials & Processing,2024,bea_bls,11-1011,Chief Executives,1.8982748497708872,0.00041607722393270267,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.01994822980115942
1,1. Materials & Processing,2024,bea_moody,11-1011,Chief Executives,1.8982748497708872,0.00041607722393270267,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.01994822980115942
1,1. Materials & Processing,2024,lightcast_bls,11-1011,Chief Executives,11.081417991177586,0.00041607722393270267,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.08773374510748815
1,1. Materials & Processing,2024,lightcast_moody,11-1011,Chief Executives,11.081417991177586,0.00041607722393270267,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.08773374510748815
1,1. Materials & Processing,2025,bea_bls,11-1011,Chief Executives,1.918824078631586,0.0004198662008538734,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.020164173630157267
1,1. Materials & Processing,2025,bea_moody,11-1011,Chief Executives,1.8946568323511213,0.0004198662008538734,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.019910209467632483
1,1. Materials & Processing,2025,lightcast_bls,11-1011,Chief Executives,11.20137669706744,0.0004198662008538734,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.08868348155225934
1,1. Materials & Processing,2025,lightcast_moody,11-1011,Chief Executives,11.060297359814523,0.0004198662008538734,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.08756652895428542
1,1. Materials & Processing,2026,bea_bls,11-1011,Chief Executives,1.9394112917972937,0.0004236493867637623,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.02038051662139721
1,1. Materials & Processing,2026,bea_moody,11-1011,Chief Executives,1.9167787839937762,0.0004236493867637623,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.020142680426762073
1,1. Materials & Processing,2026,lightcast_bls,11-1011,Chief Executives,11.321557141111263,0.0004236493867637623,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.08963497354119433
1,1. Materials & Processing,2026,lightcast_moody,11-1011,Chief Executives,11.189437032587655,0.0004236493867637623,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.08858895290249878
1,1. Materials & Processing,2027,bea_bls,11-1011,Chief Executives,1.9600365747268271,0.00042742679492856407,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.020597259672932623
1,1. Materials & Processing,2027,bea_moody,11-1011,Chief Executives,1.9286516824008149,0.00042742679492856407,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.020267448084015715
1,1. Materials & Processing,2027,lightcast_bls,11-1011,Chief Executives,11.441959822185632,0.00042742679492856407,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.09058822502399615
1,1. Materials & Processing,2027,lightcast_moody,11-1011,Chief Executives,11.25874656910238,0.00042742679492856407,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.08913769000590398
1,1. Materials & Processing,2028,bea_bls,11-1011,Chief Executives,1.9807000130042605,0.00043119843857398343,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.020814403684133145
1,1. Materials & Processing,2028,bea_moody,11-1011,Chief Executives,1.941393077327943,0.00043119843857398343,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.020401342432362773
1,1. Materials & Processing,2028,lightcast_bls,11-1011,Chief Executives,11.56258523989834,0.00043119843857398343,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.09154323995615704
1,1. Materials & Processing,2028,lightcast_moody,11-1011,Chief Executives,11.33312606319683,0.00043119843857398343,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.08972656695119217
1,1. Materials & Processing,2029,bea_bls,11-1011,Chief Executives,2.0014016923392632,0.0004349643308853899,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.02103194955568825
1,1. Materials & Processing,2029,bea_moody,11-1011,Chief Executives,1.94881763806259,0.0004349643308853899,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.020479364244496708
1,1. Materials & Processing,2029,lightcast_bls,11-1011,Chief Executives,11.68343389459035,0.0004349643308853899,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.09250002229897389
1,1. Materials & Processing,2029,lightcast_moody,11-1011,Chief Executives,11.376467869527687,0.0004349643308853899,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.09006971247572315
1,1. Materials & Processing,2030,bea_bls,11-1011,Chief Executives,2.022141698567434,0.0004387244850079709,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.021249898189610764
1,1. Materials & Processing,2030,bea_moody,11-1011,Chief Executives,1.9556898976130894,0.0004387244850079709,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.020551582138961848
1,1. Materials & Processing,2030,lightcast_bls,11-1011,Chief Executives,11.804506287337759,0.0004387244850079709,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.09345857601956377
1,1. Materials & Processing,2030,lightcast_moody,11-1011,Chief Executives,11.416585548288557,0.0004387244850079709,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.09038733195416104
1,1. Materials & Processing,2031,bea_bls,11-1011,Chief Executives,2.0429201176506435,0.00044247891404688517,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.021468250489240445
1,1. Materials & Processing,2031,bea_moody,11-1011,Chief Executives,1.9576057505523028,0.00044247891404688517,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.02057171509004702
1,1. Materials & Processing,2031,lightcast_bls,11-1011,Chief Executives,11.925802919953783,0.00044247891404688517,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.09441890509087968
1,1. Materials & Processing,2031,lightcast_moody,11-1011,Chief Executives,11.427769580585888,0.00044247891404688517,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.09047587811672159
1,1. Materials & Processing,2032,bea_bls,11-1011,Chief Executives,2.0637370356773648,0.0004462276310674149,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,11.054418740116521,22.2,0.021687007359247466
