segment_id,segment_name,year,methodology,occcd,soctitle,employment,share,share_2024,share_2034,ep_entry_education,ep_work_experience,ep_on_the_job_training,ep_edu_grouped,empl_2021,ep_openings_annual_avg,openings
0,0. All Segments,2030,bea_bls,11-1011,Chief Executives,175.69204964706535,0.00043143794465302465,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,248.17939463649992,22.2,1.8462792050473489
0,0. All Segments,2030,bea_moody,11-1011,Chief Executives,183.82670795892523,0.0004411772058045257,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,248.17939463649992,22.2,1.9317631555819506
0,0. All Segments,2030,lightcast_bls,11-1011,Chief Executives,241.32484153089436,0.0005449553417539498,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,248.17939463649992,22.2,1.9106157850766656
0,0. All Segments,2030,lightcast_moody,11-1011,Chief Executives,246.01176109894908,0.0005423459578390155,0.00041607722393270267,0.0004537079811159754,Bachelor's degree,5 years or more,,BA+,248.17939463649992,22.2,1.9477230403981767
0,0. All Segments,2030,bea_bls,11-1021,General and Operations Managers,9111.124216519385,0.02237371988857768,0.009070483481734259,0.009077138963957227,Bachelor's degree,5 years or more,,BA+,9234.194526689465,308.7,28.115667403753843
0,0. All Segments,2030,bea_moody,11-1021,General and Operations Managers,9192.213344946756,0.02206096733010544,0.009070483481734259,0.009077138963957227,Bachelor's degree,5 years or more,,BA+,9234.194526689465,308.7,28.365897222900706
0,0. All Segments,2030,lightcast_bls,11-1021,General and Operations Managers,9780.77771878443,0.022086773290918037,0.009070483481734259,0.009077138963957227,Bachelor's degree,5 years or more,,BA+,9234.194526689465,308.7,28.13270172564789
0,0. All Segments,2030,lightcast_moody,11-1021,General and Operations Managers,9883.081705666233,0.021787777096985716,0.009070483481734259,0.009077138963957227,Bachelor's degree,5 years or more,,BA+,9234.194526689465,308.7,28.426961306127154
0,0. All Segments,2030,bea_bls,11-2021,Marketing Managers,234.30508557803677,0.0005753709672498419,0.0007489390030789048,0.0008014223829423976,Bachelor's degree,5 years or more,,BA+,302.6363025604433,34.3,3.069520341565661
0,0. All Segments,2030,bea_moody,11-2021,Marketing Managers,242.6319968027933,0.0005823076938969452,0.0007489390030789048,0.0008014223829423976,Bachelor's degree,5 years or more,,BA+,302.6363025604433,34.3,3.178607275482376
0,0. All Segments,2030,lightcast_bls,11-2021,Marketing Managers,311.53510794954644,0.0007035028807809842,0.0007489390030789048,0.0008014223829423976,Bachelor's degree,5 years or more,,BA+,302.6363025604433,34.3,3.0898547858595333
0,0. All Segments,2030,lightcast_moody,11-2021,Marketing Managers,315.7369688151405,0.0006960588713820083,0.0007489390030789048,0.0008014223829423976,Bachelor's degree,5 years or more,,BA+,302.6363025604433,34.3,3.1315295107100445
0,0. All Segments,2030,bea_bls,11-2022,Sales Managers,2827.261628119959,0.006942761202244383,0.002829325122742718,0.002938548737455511,Bachelor's degree,Less than 5 years,,BA+,3007.116651216991,49.0,4.386533474471122
0,0. All Segments,2030,bea_moody,11-2022,Sales Managers,2892.9310304885594,0.006942925991479589,0.002829325122742718,0.002938548737455511,Bachelor's degree,Less than 5 years,,BA+,3007.116651216991,49.0,4.48842041301028
0,0. All Segments,2030,lightcast_bls,11-2022,Sales Managers,3120.031648535826,0.007045598383178928,0.002829325122742718,0.002938548737455511,Bachelor's degree,Less than 5 years,,BA+,3007.116651216991,49.0,4.398543819712175
0,0. All Segments,2030,lightcast_moody,11-2022,Sales Managers,3177.4155625216076,0.007004780905638324,0.002829325122742718,0.002938548737455511,Bachelor's degree,Less than 5 years,,BA+,3007.116651216991,49.0,4.4794422491660875
0,0. All Segments,2030,bea_bls,11-3012,Administrative Services Managers,256.68832805599743,0.0006303363464389447,0.00033286177914620214,0.0003438628909510942,Bachelor's degree,Less than 5 years,,BA+,255.72715744254492,23.2,2.1277550785341806
0,0. All Segments,2030,bea_moody,11-3012,Administrative Services Managers,255.207659339601,0.000612488812411939,0.00033286177914620214,0.0003438628909510942,Bachelor's degree,Less than 5 years,,BA+,255.72715744254492,23.2,2.1154814375595437
0,0. All Segments,2030,lightcast_bls,11-3012,Administrative Services Managers,270.97723297023595,0.000611915829568378,0.00033286177914620214,0.0003438628909510942,Bachelor's degree,Less than 5 years,,BA+,255.72715744254492,23.2,2.108856747381715
0,0. All Segments,2030,lightcast_moody,11-3012,Administrative Services Managers,272.1631188751536,0.0005999980112147149,0.00033286177914620214,0.0003438628909510942,Bachelor's degree,Less than 5 years,,BA+,255.72715744254492,23.2,2.118085801294466
0,0. All Segments,2030,bea_bls,11-3013,Facilities Managers,528.4957124427613,0.0012977997831562635,0.0019139552300907123,0.0019222890778862508,Bachelor's degree,Less than 5 years,,BA+,638.7880408282739,13.2,1.1296494081595518
0,0. All Segments,2030,bea_moody,11-3013,Facilities Managers,563.8326799690361,0.001353177288827901,0.0019139552300907123,0.0019222890778862508,Bachelor's degree,Less than 5 years,,BA+,638.7880408282739,13.2,1.2051814957666638
0,0. All Segments,2030,lightcast_bls,11-3013,Facilities Managers,607.8465330765988,0.0013726279195517672,0.0019139552300907123,0.0019222890778862508,Bachelor's degree,Less than 5 years,,BA+,638.7880408282739,13.2,1.1399807323395181
0,0. All Segments,2030,lightcast_moody,11-3013,Facilities Managers,640.62094682738,0.0014122828090283388,0.0019139552300907123,0.0019222890778862508,Bachelor's degree,Less than 5 years,,BA+,638.7880408282739,13.2,1.2014472344194198
0,0. All Segments,2030,bea_bls,11-3021,Computer and Information Systems Managers,670.6048693910349,0.0016467699426671856,0.0009153698926520059,0.0009635953161263688,Bachelor's degree,5 years or more,,BA+,697.2689487549259,55.6,5.2806997239999385
0,0. All Segments,2030,bea_moody,11-3021,Computer and Information Systems Managers,679.580324711985,0.0016309672958031618,0.0009153698926520059,0.0009635953161263688,Bachelor's degree,5 years or more,,BA+,697.2689487549259,55.6,5.351377237092193
0,0. All Segments,2030,lightcast_bls,11-3021,Computer and Information Systems Managers,747.4321023334778,0.0016878374981254007,0.0009153698926520059,0.0009635953161263688,Bachelor's degree,5 years or more,,BA+,697.2689487549259,55.6,5.265500313805024
0,0. All Segments,2030,lightcast_moody,11-3021,Computer and Information Systems Managers,760.8159595146366,0.001677259080862447,0.0009153698926520059,0.0009635953161263688,Bachelor's degree,5 years or more,,BA+,697.2689487549259,55.6,5.3597867432576765
0,0. All Segments,2030,bea_bls,11-3031,Financial Managers,1468.5010860608934,0.0036061227105243067,0.002662894233169617,0.002909844197203729,Bachelor's degree,5 years or more,,BA+,1507.529019842797,74.6,7.057222919635427
0,0. All Segments,2030,bea_moody,11-3031,Financial Managers,1494.4480720400984,0.003586619332757299,0.002662894233169617,0.002909844197203729,Bachelor's degree,5 years or more,,BA+,1507.529019842797,74.6,7.181917185023471
0,0. All Segments,2030,lightcast_bls,11-3031,Financial Managers,1625.9659370696506,0.0036717265296645264,0.002662894233169617,0.002909844197203729,Bachelor's degree,5 years or more,,BA+,1507.529019842797,74.6,7.0785482847581624
0,0. All Segments,2030,lightcast_moody,11-3031,Financial Managers,1656.2734600757165,0.0036513425705155937,0.002662894233169617,0.002909844197203729,Bachelor's degree,5 years or more,,BA+,1507.529019842797,74.6,7.2104903261618665
0,0. All Segments,2030,bea_bls,11-3051,Industrial Production Managers,4149.765819194328,0.010190366834589897,0.021136722975784436,0.021175096286772447,Bachelor's degree,5 years or more,,BA+,5824.223156781862,17.1,1.485992129145201
0,0. All Segments,2030,bea_moody,11-3051,Industrial Production Managers,4400.342090383415,0.010560656008990692,0.021136722975784436,0.021175096286772447,Bachelor's degree,5 years or more,,BA+,5824.223156781862,17.1,1.5757211362653738
0,0. All Segments,2030,lightcast_bls,11-3051,Industrial Production Managers,5698.465650442034,0.012868170870060336,0.021136722975784436,0.021175096286772447,Bachelor's degree,5 years or more,,BA+,5824.223156781862,17.1,1.5055748727060676
0,0. All Segments,2030,lightcast_moody,11-3051,Industrial Production Managers,5881.385450305665,0.012965825744337153,0.021136722975784436,0.021175096286772447,Bachelor's degree,5 years or more,,BA+,5824.223156781862,17.1,1.55390357577963
0,0. All Segments,2030,bea_bls,11-3061,Purchasing Managers,485.37633922822255,0.001191913752503322,0.0006657235582924043,0.0007059986891507265,Bachelor's degree,5 years or more,,BA+,590.3611951072752,6.4,0.5559371008842643
0,0. All Segments,2030,bea_moody,11-3061,Purchasing Managers,511.0961631881381,0.0012266116261144136,0.0006657235582924043,0.0007059986891507265,Bachelor's degree,5 years or more,,BA+,590.3611951072752,6.4,0.5853959006071036
0,0. All Segments,2030,lightcast_bls,11-3061,Purchasing Managers,582.6260974038437,0.0013156755931603282,0.0006657235582924043,0.0007059986891507265,Bachelor's degree,5 years or more,,BA+,590.3611951072752,6.4,0.5624050294712195
0,0. All Segments,2030,lightcast_moody,11-3061,Purchasing Managers,604.1492446841303,0.0013318790098581677,0.0006657235582924043,0.0007059986891507265,Bachelor's degree,5 years or more,,BA+,590.3611951072752,6.4,0.5831811779040157
0,0. All Segments,2030,bea_bls,11-3071,"Transportation, Storage, and Distribution Managers",1946.7631390558208,0.004780566275638205,0.001248231671798208,0.001266561648336399,High school diploma or equivalent,5 years or more,,HS or less,1059.0316703381636,18.5,1.735272034808466
