segment_id,segment_name,occupation_code,occupation_title,year,employment,attribution,growth_source,methodology,has_bls_shift
1,1. Materials & Processing,11-1011,Chief Executives,2030,0.029277650330682664,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-1021,General and Operations Managers,2030,0.5669891206641018,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-2021,Marketing Managers,2030,0.03564639967463071,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-2022,Sales Managers,2030,0.1256018645897376,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-3012,Administrative Services Managers,2030,0.027344323121797406,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-3013,Facilities Managers,2030,0.03912179986649314,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-3021,Computer and Information Systems Managers,2030,0.048231502426386054,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-3031,Financial Managers,2030,0.1047090499362161,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-3051,Industrial Production Managers,2030,0.5041495057240583,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-3061,Purchasing Managers,2030,0.03031125382994886,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-3071,"Transportation, Storage, and Distribution Managers",2030,0.06467834879184188,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-3121,Human Resources Managers,2030,0.05229724567145505,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-9041,Architectural and Engineering Managers,2030,0.09799557824754823,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-9121,Natural Sciences Managers,2030,0.010170194724067202,bea,Moody,bea_Moody,True
1,1. Materials & Processing,11-9199,"Managers, All Other",2030,0.07140888753727775,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1020,Buyers and Purchasing Agents,2030,0.19118943667939958,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1041,Compliance Officers,2030,0.03285166912886966,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1051,Cost Estimators,2030,0.038658332669260054,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1071,Human Resources Specialists,2030,0.1831153502433917,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1081,Logisticians,2030,0.10476685251527,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1082,Project Management Specialists,2030,0.08790846466774792,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1111,Management Analysts,2030,0.0260952882833275,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",2030,,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1151,Training and Development Specialists,2030,0.06552010891243751,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1161,Market Research Analysts and Marketing Specialists,2030,0.08131566995122744,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-1199,"Business Operations Specialists, All Other",2030,0.06858219651256908,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-2011,Accountants and Auditors,2030,0.19454222777948052,bea,Moody,bea_Moody,True
1,1. Materials & Processing,13-2051,Financial and Investment Analysts,2030,0.021699716115718314,bea,Moody,bea_Moody,True
1,1. Materials & Processing,15-1211,Computer Systems Analysts,2030,0.02278572836005985,bea,Moody,bea_Moody,True
1,1. Materials & Processing,15-1232,Computer User Support Specialists,2030,0.050416649227584154,bea,Moody,bea_Moody,True
1,1. Materials & Processing,15-1244,Network and Computer Systems Administrators,2030,0.03474506586531656,bea,Moody,bea_Moody,True
1,1. Materials & Processing,15-1251,Computer Programmers,2030,,bea,Moody,bea_Moody,True
1,1. Materials & Processing,15-1252,Software Developers,2030,0.03690396804148462,bea,Moody,bea_Moody,True
1,1. Materials & Processing,15-1299,"Computer Occupations, All Other",2030,0.012748205850868471,bea,Moody,bea_Moody,True
1,1. Materials & Processing,15-2051,Data Scientists,2030,0.003973323522570544,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-2041,Chemical Engineers,2030,0.03240567151332836,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-2071,Electrical Engineers,2030,0.03766071489817923,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-2072,"Electronics Engineers, Except Computer",2030,0.002622852403309661,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-2081,Environmental Engineers,2030,0.004846400082235776,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2030,0.007508297403151489,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-2112,Industrial Engineers,2030,0.516854319388144,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-2131,Materials Engineers,2030,0.04282543169013528,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-2141,Mechanical Engineers,2030,0.12650899475795407,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-2199,"Engineers, All Other",2030,0.04085466966333907,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-3013,Mechanical Drafters,2030,0.02399724787563404,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,2030,0.013835184155027068,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-3026,Industrial Engineering Technologists and Technicians,2030,0.14616951960983465,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-3027,Mechanical Engineering Technologists and Technicians,2030,0.03383463499272513,bea,Moody,bea_Moody,True
1,1. Materials & Processing,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",2030,0.030724727431649244,bea,Moody,bea_Moody,True
1,1. Materials & Processing,19-2031,Chemists,2030,0.12611556689745762,bea,Moody,bea_Moody,True
1,1. Materials & Processing,19-4031,Chemical Technicians,2030,0.1241153400462412,bea,Moody,bea_Moody,True
1,1. Materials & Processing,19-4099,"Life, Physical, and Social Science Technicians, All Other",2030,0.014379397851969155,bea,Moody,bea_Moody,True
1,1. Materials & Processing,19-5011,Occupational Health and Safety Specialists,2030,0.08230966499799429,bea,Moody,bea_Moody,True
1,1. Materials & Processing,19-5012,Occupational Health and Safety Technicians,2030,0.012025029572816577,bea,Moody,bea_Moody,True
1,1. Materials & Processing,27-1021,Commercial and Industrial Designers,2030,0.013835184155027068,bea,Moody,bea_Moody,True
1,1. Materials & Processing,27-1024,Graphic Designers,2030,0.03146939854063065,bea,Moody,bea_Moody,True
1,1. Materials & Processing,29-1141,Registered Nurses,2030,3.069852971426719,bea,Moody,bea_Moody,True
1,1. Materials & Processing,33-9032,Security Guards,2030,0.019660605356865323,bea,Moody,bea_Moody,True
1,1. Materials & Processing,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2030,0.11943180154816427,bea,Moody,bea_Moody,True
1,1. Materials & Processing,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2030,0.025371950995306102,bea,Moody,bea_Moody,True
1,1. Materials & Processing,41-2031,Retail Salespersons,2030,0.013076424673713574,bea,Moody,bea_Moody,True
1,1. Materials & Processing,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2030,0.031298647467965825,bea,Moody,bea_Moody,True
1,1. Materials & Processing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2030,0.025854980903834587,bea,Moody,bea_Moody,True
1,1. Materials & Processing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2030,0.49646852512860795,bea,Moody,bea_Moody,True
1,1. Materials & Processing,41-9031,Sales Engineers,2030,5.5257353485680945,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2030,0.16630550690167675,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",2030,0.18907601981961794,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-3051,Payroll and Timekeeping Clerks,2030,0.013284691069274107,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-3061,Procurement Clerks,2030,0.022589215692273512,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-4051,Customer Service Representatives,2030,0.2745199853890688,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-4071,File Clerks,2030,0.0017497758436444287,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-4151,Order Clerks,2030,0.025108055655280043,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",2030,0.015584959998671497,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-4171,Receptionists and Information Clerks,2030,0.026179013467472444,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-5061,"Production, Planning, and Expediting Clerks",2030,0.28403551357711043,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-5071,"Shipping, Receiving, and Inventory Clerks",2030,0.6311059471872793,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2030,0.00816240040428381,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-6011,Executive Secretaries and Executive Administrative Assistants,2030,0.029498233988910667,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2030,0.1489894482158239,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-9021,Data Entry Keyers,2030,0.006302654751464397,bea,Moody,bea_Moody,True
1,1. Materials & Processing,43-9061,"Office Clerks, General",2030,0.2542092217753242,bea,Moody,bea_Moody,True
1,1. Materials & Processing,47-2111,Electricians,2030,0.13253318276715179,bea,Moody,bea_Moody,True
1,1. Materials & Processing,47-2152,"Plumbers, Pipefitters, and Steamfitters",2030,0.005084050797231791,bea,Moody,bea_Moody,True
1,1. Materials & Processing,47-2211,Sheet Metal Workers,2030,8.595588319994812,bea,Moody,bea_Moody,True
