naics6,naics6_title,weighted_auto_output,weighted_total_output,auto_share_of_output
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",479318964.69957954,2417419891.5170455,0.19827708309241396
423690,Other Electronic Parts and Equipment Merchant Wholesalers,555000906.49425,2799117769.125,0.19827708309241399
423710,Hardware Merchant Wholesalers,110495828.60109766,509909349.63175404,0.2166970044398979
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,194683126.58288637,898411711.2559476,0.21669700443989792
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,99972416.35337408,461346554.42872983,0.21669700443989792
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,99972416.35337408,461346554.42872983,0.21669700443989792
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,181440011.25480407,442609896.7162162,0.4099321153931092
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,230923650.68793246,563321686.7297298,0.40993211539310914
423830,Industrial Machinery and Equipment Merchant Wholesalers,948436422.468294,2313642641.925676,0.40993211539310914
423840,Industrial Supplies Merchant Wholesalers,494836394.3312838,1207117900.1351352,0.40993211539310914
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,338138202.793044,824863898.4256756,0.4099321153931092
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,247418197.1656419,603558950.0675676,0.40993211539310914
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,231515069.44991893,1068381494.4665322,0.21669700443989792
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,115757534.72495946,534190747.2332661,0.21669700443989792
423930,Recyclable Material Merchant Wholesalers,121019240.84882125,558472144.8347782,0.21669700443989792
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",126280946.97268304,582753542.4362903,0.21669700443989795
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,236776775.57378072,1092662892.0680444,0.21669700443989792
424110,Printing and Writing Paper Merchant Wholesalers,8256466.593948616,125445452.97628458,0.0658171850637703
424120,Stationery and Office Supplies Merchant Wholesalers,60547421.68895652,919933321.8260869,0.0658171850637703
424130,Industrial and Personal Service Paper Merchant Wholesalers,56419188.39198221,857210595.3379446,0.0658171850637703
424210,Drugs and Druggists' Sundries Merchant Wholesalers,128799579.00899999,4609047664.0,0.027944944031500905
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",41282332.96974308,627227264.8814229,0.0658171850637703
424340,Footwear Merchant Wholesalers,9632544.359606719,146353028.472332,0.0658171850637703
424350,Clothing and Clothing Accessories Merchant Wholesalers,81188588.17382807,1233546954.2667983,0.06581718506377031
424410,General Line Grocery Merchant Wholesalers,1432540.7663693184,93168866.79545455,0.015375745306791776
424420,Packaged Frozen Food Merchant Wholesalers,10027785.364585228,652182067.5681819,0.015375745306791774
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,8595244.59821591,559013200.7727273,0.015375745306791776
424440,Poultry and Poultry Product Merchant Wholesalers,5252649.4766875,341619178.25,0.015375745306791774
424450,Confectionery Merchant Wholesalers,8595244.59821591,559013200.7727273,0.015375745306791776
424460,Fish and Seafood Merchant Wholesalers,3820108.710318182,248450311.45454547,0.015375745306791774
424470,Meat and Meat Product Merchant Wholesalers,4775135.887897728,310562889.3181818,0.015375745306791777
424480,Fresh Fruit and Vegetable Merchant Wholesalers,3342595.1215284094,217394022.52272728,0.015375745306791776
424490,Other Grocery and Related Products Merchant Wholesalers,38201087.103181824,2484503114.5454545,0.015375745306791777
424510,Grain and Field Bean Merchant Wholesalers,11008622.125264822,167260603.96837944,0.0658171850637703
424520,Livestock Merchant Wholesalers,9632544.359606719,146353028.472332,0.0658171850637703
424590,Other Farm Product Raw Material Merchant Wholesalers,50914877.3293498,773580293.3537549,0.0658171850637703
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,15136855.42223913,229983330.45652172,0.0658171850637703
424690,Other Chemical and Allied Products Merchant Wholesalers,114214454.54962252,1735328766.1719368,0.0658171850637703
424710,Petroleum Bulk Stations and Terminals,25893528.22621958,2828550143.0,0.009154346544041302
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),24767722.651166555,2705569702.0,0.009154346544041302
424810,Beer and Ale Merchant Wholesalers,9632544.359606719,146353028.472332,0.0658171850637703
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,17889010.953555334,271798481.44861656,0.0658171850637703
424910,Farm Supplies Merchant Wholesalers,46786644.03237549,710857566.8656126,0.0658171850637703
424920,"Book, Periodical, and Newspaper Merchant Wholesalers",15136855.42223913,229983330.45652172,0.0658171850637703
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",12384699.890922925,188168179.46442688,0.0658171850637703
424940,Tobacco Product and Electronic Cigarette Merchant Wholesalers,11008622.125264822,167260603.96837944,0.0658171850637703
424950,"Paint, Varnish, and Supplies Merchant Wholesalers",24769399.78184585,376336358.92885375,0.0658171850637703
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,100453676.89304149,1526253011.2114623,0.0658171850637703
425120,Wholesale Trade Agents and Brokers,97797335.3134,1005310253.0,0.09728074991929879
441110,New Car Dealers,38401135.041731216,690173850.3333333,0.0556398000636863
441120,Used Car Dealers,51201513.38897496,920231800.4444444,0.0556398000636863
441210,Recreational Vehicle Dealers,102403026.77794991,1840463600.8888888,0.0556398000636863
441222,Boat Dealers,89602648.43070617,1610405650.7777777,0.0556398000636863
441227,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",217606431.90314355,3910985151.888889,0.055639800063686295
441330,Automotive Parts and Accessories Retailers,128003783.4724374,2300579501.111111,0.055639800063686295
441340,Tire Dealers,64001891.7362187,1150289750.5555556,0.055639800063686295
444110,Home Centers,5841206.775314359,319191898.3076923,0.018299984449115292
444120,Paint and Wallpaper Retailers,5841206.775314359,319191898.3076923,0.018299984449115292
444140,Hardware Retailers,8761810.162971538,478787847.46153843,0.018299984449115292
444180,Other Building Material Dealers,64253274.52845795,3511110881.384615,0.018299984449115295
444230,Outdoor Power Equipment Retailers,8761810.162971538,478787847.46153843,0.018299984449115292
444240,"Nursery, Garden Center, and Farm Supply Retailers",20444223.713600256,1117171644.076923,0.018299984449115295
445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers),201963.41791985233,801476191.3829787,0.0002519892918732327
445131,Convenience Retailers,40392.683583970465,160295238.27659574,0.0002519892918732327
445230,Fruit and Vegetable Retailers,323141.4686717637,1282361906.212766,0.0002519892918732327
445240,Meat Retailers,282748.78508779325,1122066667.93617,0.0002519892918732327
445250,Fish and Seafood Retailers,80785.36716794093,320590476.5531915,0.0002519892918732327
445291,Baked Goods Retailers,40392.683583970465,160295238.27659574,0.0002519892918732327
445292,Confectionery and Nut Retailers,121178.05075191139,480885714.82978725,0.00025198929187323266
445298,All Other Specialty Food Retailers,605890.253759557,2404428574.1489363,0.0002519892918732327
445320,"Beer, Wine, and Liquor Retailers",201963.41791985233,801476191.3829787,0.0002519892918732327
449110,Furniture Retailers,826047.948973658,524482889.85714287,0.0015749759714728817
449121,Floor Covering Retailers,495628.76938419486,314689733.9142857,0.001574975971472882
449122,Window Treatment Retailers,330419.1795894632,209793155.94285715,0.001574975971472882
449129,All Other Home Furnishings Retailers,1817305.4877420478,1153862357.6857142,0.001574975971472882
449210,Electronics and Appliance Retailers,1523244.0518895923,968254174.48,0.00157318614475135
455110,Department Stores,3850845.099541111,926122898.111111,0.004158028170338045
455211,Warehouse Clubs and Supercenters,9627112.748852778,2315307245.2777777,0.004158028170338045
455219,All Other General Merchandise Retailers,21179648.04747611,5093675939.611111,0.004158028170338045
456110,Pharmacies and Drug Retailers,136876.67581565218,1418173411.0434783,9.651617690035498e-05
456120,"Cosmetics, Beauty Supplies, and Perfume Retailers",68438.33790782609,709086705.5217391,9.651617690035498e-05
456130,Optical Goods Retailers,68438.33790782609,709086705.5217391,9.651617690035498e-05
456191,Food (Health) Supplement Retailers,68438.33790782609,709086705.5217391,9.651617690035498e-05
456199,All Other Health and Personal Care Retailers,182502.2344208696,1890897881.3913043,9.651617690035498e-05
457110,Gasoline Stations with Convenience Stores,935750.7183872857,468833546.8571428,0.0019959124611712486
457120,Other Gasoline Stations,1871501.4367745714,937667093.7142856,0.0019959124611712486
457210,Fuel dealers,3743002.873549143,1875334187.4285712,0.0019959124611712486
458110,Clothing and Clothing Accessories Retailers,231764.23280826525,3149244842.0816326,7.359358971119897e-05
458210,Shoe Retailers,30495.29379056122,414374321.3265306,7.359358971119898e-05
458310,Jewelry Retailers,24396.235032448974,331499457.06122446,7.359358971119898e-05
458320,Luggage and Leather Goods Retailers,12198.117516224487,165749728.53061223,7.359358971119898e-05
459110,Sporting Goods Retailers,1167344.1078959694,741000539.409091,0.0015753620217697345
459120,"Hobby, Toy, and Game Retailers",350203.23236879084,222300161.82272732,0.0015753620217697343
459130,"Sewing, Needlework, and Piece Goods Retailers",350203.23236879084,222300161.82272732,0.0015753620217697343
459140,Musical Instrument and Supplies Retailers,233468.8215791939,148200107.8818182,0.0015753620217697345
459210,Book Retailers and News Dealers,466937.6431583878,296400215.7636364,0.0015753620217697345
459310,Florists,124508.40297800743,79535365.66255319,0.001565447042844595
459410,Office Supplies and Stationery Retailers,186762.60446701114,119303048.49382979,0.0015654470428445948
459420,"Gift, Novelty, and Souvenir Retailers",871558.820846052,556747559.6378723,0.001565447042844595
459510,Used Merchandise Retailers,1867626.0446701115,1193030484.9382977,0.001565447042844595
459910,Pet and Pet Supplies Retailers,186762.60446701114,119303048.49382979,0.0015654470428445948
459920,Art Dealers,249016.80595601487,159070731.32510638,0.001565447042844595
459930,Manufactured (Mobile) Home Dealers,186762.60446701114,119303048.49382979,0.0015654470428445948
459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers",560287.8134010334,357909145.48148936,0.0015654470428445948
459999,All Other Miscellaneous Retailers,1618609.2387140966,1033959753.6131915,0.001565447042844595
481111,Scheduled Passenger Air Transportation,19772811.360420953,1200458815.9965713,0.016471045151187785
481112,Scheduled Freight Air Transportation,17301209.940368336,1050401463.9969999,0.016471045151187785
481211,Nonscheduled Chartered Passenger Air Transportation,22244412.78047357,1350516167.9961426,0.016471045151187785
481212,Nonscheduled Chartered Freight Air Transportation,22244412.78047357,1350516167.9961426,0.016471045151187785
481219,Other Nonscheduled Air Transportation,4943202.840105238,300114703.9991428,0.016471045151187785
482111,Line-Haul Railroads,39530563.34617887,330822249.7916666,0.11949185210811246
482112,Short Line Railroads,55342788.68465041,463151149.7083333,0.11949185210811245
483111,Deep Sea Freight Transportation,677801.0932300963,41629861.13734,0.016281608314617724
483112,Deep Sea Passenger Transportation,677801.0932300963,41629861.13734,0.016281608314617724
483113,Coastal and Great Lakes Freight Transportation,1491162.4051062118,91585694.502148,0.016281608314617724
483114,Coastal and Great Lakes Passenger Transportation,1355602.1864601925,83259722.27468,0.016281608314617724
483211,Inland Water Freight Transportation,1355602.1864601925,83259722.27468,0.016281608314617724
483212,Inland Water Passenger Transportation,1220041.9678141733,74933750.047212,0.016281608314617724
484110,"General Freight Trucking, Local",175513699.13251632,1250460846.035294,0.14035921211687621
484121,"General Freight Trucking, Long-Distance, Truckload",146261415.9437636,1042050705.0294118,0.14035921211687621
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",117009132.75501089,833640564.0235294,0.14035921211687621
484210,Used Household and Office Goods Moving,146261415.9437636,1042050705.0294118,0.14035921211687621
484220,"Specialized Freight (except Used Goods) Trucking, Local",672802513.3413126,4793433243.135294,0.14035921211687621
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",731307079.7188181,5210253525.1470585,0.14035921211687621
485111,Mixed Mode Transit Systems,856962.4547918879,131642558.29411764,0.006509767554632677
485112,Commuter Rail Systems,856962.4547918879,131642558.29411764,0.006509767554632677
485113,Bus and Other Motor Vehicle Transit Systems,1142616.6063891838,175523411.05882353,0.006509767554632677
485119,Other Urban Transit Systems,1142616.6063891838,175523411.05882353,0.006509767554632677
485210,Interurban and Rural Bus Transportation,856962.4547918879,131642558.29411764,0.006509767554632677
485310,Taxi and Ridesharing Services,1428270.7579864797,219404263.82352942,0.006509767554632676
485320,Limousine Service,999789.5305905358,153582984.67647058,0.006509767554632677
485410,School and Employee Bus Transportation,571308.3031945919,87761705.52941176,0.006509767554632677
485510,Charter Bus Industry,285654.15159729595,43880852.76470588,0.006509767554632677
485991,Special Needs Transportation,856962.4547918879,131642558.29411764,0.006509767554632677
485999,All Other Transit and Ground Passenger Transportation,714135.3789932398,109702131.91176471,0.006509767554632676
486110,Pipeline Transportation of Crude Oil,460350.6774744494,166951513.00952378,0.002757391467594478
486210,Pipeline Transportation of Natural Gas,805613.6855802864,292165147.7666666,0.0027573914675944784
486910,Pipeline Transportation of Refined Petroleum Products,690526.0162116741,250427269.51428568,0.002757391467594478
486990,All Other Pipeline Transportation,460350.6774744494,166951513.00952378,0.002757391467594478
487110,"Scenic and Sightseeing Transportation, Land",237486.00515735702,221720384.48091093,0.0010711058692837664
487210,"Scenic and Sightseeing Transportation, Water",178114.50386801775,166290288.3606832,0.0010711058692837664
487990,"Scenic and Sightseeing Transportation, Other",103900.1272563437,97002668.21039852,0.0010711058692837664
488111,Air Traffic Control,14842.875322334814,13857524.030056933,0.0010711058692837664
488119,Other Airport Operations,222643.1298350222,207862860.450854,0.0010711058692837664
488190,Other Support Activities for Air Transportation,148428.75322334815,138575240.30056933,0.0010711058692837666
488210,Support Activities for Rail Transportation,148428.75322334815,138575240.30056933,0.0010711058692837666
488310,Port and Harbor Operations,163271.62854568296,152432764.33062625,0.0010711058692837666
488320,Marine Cargo Handling,74214.37661167407,69287620.15028466,0.0010711058692837666
488330,Navigational Services to Shipping,118743.00257867851,110860192.24045546,0.0010711058692837664
488390,Other Support Activities for Water Transportation,89057.25193400888,83145144.1803416,0.0010711058692837664
488410,Motor Vehicle Towing,74214.37661167407,69287620.15028466,0.0010711058692837666
488490,Other Support Activities for Road Transportation,222643.1298350222,207862860.450854,0.0010711058692837664
488510,Freight Transportation Arrangement,74214.37661167407,69287620.15028466,0.0010711058692837666
488991,Packing and Crating,44528.62596700444,41572572.0901708,0.0010711058692837664
488999,All Other Support Activities for Transportation,118743.00257867851,110860192.24045546,0.0010711058692837664
491110,Postal Service,1937.444885571864,1902090149.1680002,1.0185873085034e-06
492110,Couriers and Express Delivery Services,19347.136307343637,976496108.3911273,1.9812814553065585e-05
492210,Local Messengers and Local Delivery,33857.488537851365,1708868189.6844728,1.9812814553065585e-05
493110,General Warehousing and Storage,4298791.64738,863821853.2,0.004976479388030374
493120,Refrigerated Warehousing and Storage,6448187.47107,1295732779.8000002,0.004976479388030374
493130,Farm Product Warehousing and Storage,4298791.64738,863821853.2,0.004976479388030374
493190,Other Warehousing and Storage,6448187.47107,1295732779.8000002,0.004976479388030374
512110,Motion Picture and Video Production,8353.039839372812,383116073.7537778,2.180289581047745e-05
512120,Motion Picture and Video Distribution,3579.8742168740623,164192603.03733334,2.1802895810477452e-05
512131,Motion Picture Theaters (except Drive-Ins),3579.8742168740623,164192603.03733334,2.1802895810477452e-05
512132,Drive-In Motion Picture Theaters,2386.582811249375,109461735.35822222,2.1802895810477455e-05
512191,Teleproduction and Other Postproduction Services,7557.51223562302,346628828.6343704,2.1802895810477452e-05
512199,Other Motion Picture and Video Industries,6761.984631873229,310141583.514963,2.1802895810477452e-05
512230,Music Publishers,0.0,65412861.01889687,0.0
512240,Sound Recording Studios,0.0,23786494.9159625,0.0
512250,Record Production and Distribution,0.0,59466237.28990625,0.0
512290,Other Sound Recording Industries,0.0,41626366.102934375,0.0
513110,Newspaper Publishers,2860299.275416439,479692156.70664847,0.0059627809949071775
513120,Periodical Publishers,8115965.468924048,1088747377.5877526,0.007454406445419801
513130,Book Publishers,7265192.932774937,1091976645.401144,0.006653249374308757
513140,Directory and Mailing List Publishers,136378.77557281556,43841404.52289019,0.0031107300748453525
513191,Greeting Card Publishers,23611.426543890553,20847560.17248356,0.001132575051878492
513199,All Other Publishers,33246951.59229269,4245680701.1505127,0.007830770595462652
513210,Software Publishers,12537024.742420085,5254497265.198,0.0023859608464269827
516110,Radio Broadcasting Stations,2739384.209630315,382113999.43759096,0.007169023416211494
516120,Television Broadcasting Stations,547876.8419260631,76422799.8875182,0.007169023416211493
516210,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",13284594.475479772,2347316409.7952213,0.005659481789520959
517111,Wired Telecommunications Carriers,27597236.946987964,5946447001.997999,0.004640962399516102
517112,Wireless Telecommunications Carriers (except Satellite),22100974.34131644,4051850308.019953,0.005454538707308929
517121,Telecommunications Resellers,13515868.667478891,478634902.6944672,0.028238368308269066
517122,Agents for Wireless Telecommunications Services,9818342.612764638,1372008651.2086487,0.007156181270515553
517410,Satellite Telecommunications,9010579.111652594,319089935.1296448,0.028238368308269066
517810,All Other Telecommunications,13515868.667478891,478634902.6944672,0.028238368308269066
518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",120016525.79058608,8272994196.5873,0.014507024051835331
519210,Libraries and Archives,567.1993887102781,65401582.91609301,8.672563620332657e-06
519290,Web Search Portals and All Other Information Services,7068594.762600002,907955870.3538535,0.007785174360781644
521110,Monetary Authorities-Central Bank,70706082.04901657,3405707271.6002164,0.020761056782133358
522110,Commercial Banking,61867821.79288949,2979993862.6501894,0.020761056782133355
522130,Credit Unions,44191301.28063536,2128567044.7501352,0.02076105678213336
522180,Savings Institutions and Other Depository Credit Intermediation,150250424.3541602,7237127952.15046,0.020761056782133355
522210,Credit Card Issuing,3939220.9198655235,405025723.03509706,0.0097258536824442
522220,Sales Financing,8666286.023704153,891056590.6772135,0.009725853682444201
522291,Consumer Lending,6302753.471784838,648041156.8561553,0.0097258536824442
522292,Real Estate Credit,7090597.655757942,729046301.4631747,0.0097258536824442
522299,"International, Secondary Market, and All Other Nondepository Credit Intermediation",32301611.54289729,3321210928.887796,0.0097258536824442
522310,Mortgage and Nonmortgage Loan Brokers,7090597.655757942,729046301.4631747,0.0097258536824442
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",11029818.575623466,1134072024.4982717,0.009725853682444201
522390,Other Activities Related to Credit Intermediation,4727065.103838628,486030867.6421164,0.009725853682444201
523150,Investment Banking and Securities Intermediation,106155522.88206217,2221266369.5075555,0.04779054162045246
523160,Commodity Contracts Intermediation,79616642.16154662,1665949777.1306667,0.04779054162045245
523210,Securities and Commodity Exchanges,23221520.630451098,485902018.3297778,0.04779054162045246
523910,Miscellaneous Intermediation,4373759.816095264,1453765959.72225,0.0030085721754902657
523940,Portfolio Management and Investment Advice,7775573.006391579,2584472817.284,0.0030085721754902657
523991,"Trust, Fiduciary, and Custody Activities",3887786.5031957896,1292236408.642,0.0030085721754902657
523999,Miscellaneous Financial Investment Activities,7289599.693492105,2422943266.20375,0.0030085721754902653
524113,Direct Life Insurance Carriers,377736.9761655097,1197579207.91,0.0003154171128477852
524114,Direct Health and Medical Insurance Carriers,17576850.946721792,3479175436.8056602,0.005052016279713577
524126,Direct Property and Casualty Insurance Carriers,46871602.524591446,9277801164.815094,0.005052016279713577
524127,Direct Title Insurance Carriers,9764917.192623217,1932875242.6698112,0.005052016279713576
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",17576850.946721792,3479175436.8056602,0.005052016279713577
524130,Reinsurance Carriers,11717900.631147861,2319450291.2037735,0.005052016279713577
524210,Insurance Agencies and Brokerages,78938360.7728048,2324065781.25,0.03396563101167806
524291,Claims Adjusting,92094754.23493893,2711410078.125,0.033965631011678064
524292,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds,92094754.23493893,2711410078.125,0.033965631011678064
524298,All Other Insurance Related Activities,157876721.5456096,4648131562.5,0.03396563101167806
525110,Pension Funds,0.0,523017366.95652175,0.0
525120,Health and Welfare Funds,0.0,326885854.3478261,0.0
525190,Other Insurance Funds,0.0,261508683.47826087,0.0
525910,Open-End Investment Funds,0.0,326885854.3478261,0.0
525920,"Trusts, Estates, and Agency Accounts",0.0,523017366.95652175,0.0
525990,Other Financial Vehicles,0.0,1046034733.9130435,0.0
531110,Lessors of Residential Buildings and Dwellings,0.0,10310908863.0,0.0
531120,Lessors of Nonresidential Buildings (except Miniwarehouses),7494215.70717326,13343596771.121767,0.0005616338559774418
531130,Lessors of Miniwarehouses and Self-Storage Units,1686198.5341139836,3002309273.5023975,0.0005616338559774419
531190,Lessors of Other Real Estate Property,3559752.4609072986,6338208466.282839,0.0005616338559774419
531210,Offices of Real Estate Agents and Brokers,4309174.0316246245,7672568143.395016,0.0005616338559774418
531311,Residential Property Managers,2622975.497510641,4670258869.892618,0.0005616338559774418
531312,Nonresidential Property Managers,2622975.497510641,4670258869.892618,0.0005616338559774418
531320,Offices of Real Estate Appraisers,749421.570717326,1334359677.1121767,0.0005616338559774419
531390,Other Activities Related to Real Estate,2435620.1048313095,4336668950.614574,0.0005616338559774418
532111,Passenger Car Rental,7228764.711839852,711081052.864865,0.010165880081765614
532112,Passenger Car Leasing,5421573.533879889,533310789.6486487,0.010165880081765616
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",9638352.949119803,948108070.4864866,0.010165880081765614
532210,Consumer Electronics and Appliances Rental,1198533.2977489328,166365062.95478848,0.007204236733734458
532281,Formal Wear and Costume Rental,1038728.858049075,144183054.56081668,0.007204236733734458
532282,Video Tape and Disc Rental,990.3401013,31960671.949999996,3.098621026645844e-05
532283,Home Health Equipment Rental,799022.1984992885,110910041.96985899,0.007204236733734458
532284,Recreational Goods Rental,1917653.2763982923,266184100.72766155,0.007204236733734458
532289,All Other Consumer Goods Rental,1038728.858049075,144183054.56081668,0.007204236733734458
532310,General Rental Centers,239706.65954978653,33273012.590957694,0.007204236733734458
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",6335693.143744234,362179359.32692105,0.017493247421715503
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",7487637.351697731,428030151.9318158,0.0174932474217155
532420,Office Machinery and Equipment Rental and Leasing,6335693.143744234,362179359.32692105,0.017493247421715503
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,23614856.26304669,1349941248.400342,0.017493247421715503
