projection_method,projection_label,naics_code,naics_title,segment_id,segment_name,segment_subgroup,stage,year,value_type,auto_share_of_output,employment_auto,employment,projection_rate_total,projection_cagr
moodys_mi_detail,Moody's MI (detail),3255,"Paint, Coating, and Adhesive Manufacturing",1,Materials & Processing - Coatings & Surface Treatments,Materials & Processing - Coatings & Surface Treatments,Upstream,2001,Moody's detailed,0.5150096802925763,2.216795749833777,4.304376858653256,,
moodys_mi_detail,Moody's MI (detail),3328,"Coating, Engraving, Heat Treating, and Allied Activities",1,Materials & Processing - Coatings & Surface Treatments,Materials & Processing - Coatings & Surface Treatments,Upstream,2001,Moody's detailed,0.2353528305668375,4.25608348098351,18.08384233464671,,
moodys_mi_detail,Moody's MI (detail),3311,Iron and Steel Mills and Ferroalloy Manufacturing,1,Materials & Processing - Metals,Materials & Processing - Metals,Upstream,2001,Moody's detailed,0.4155561904757487,2.960783552961126,7.124869321695048,,
moodys_mi_detail,Moody's MI (detail),3312,Steel Product Manufacturing from Purchased Steel,1,Materials & Processing - Metals,Materials & Processing - Metals,Upstream,2001,Moody's detailed,0.4018232314810702,1.218166263483918,3.031597399169554,,
moodys_mi_detail,Moody's MI (detail),3313,Alumina and Aluminum Production and Processing,1,Materials & Processing - Metals,Materials & Processing - Metals,Upstream,2001,Moody's detailed,0.3207778863371143,0.7847977266594673,2.446545600823312,,
moodys_mi_detail,Moody's MI (detail),3314,Nonferrous Metal (except Aluminum) Production and Processing,1,Materials & Processing - Metals,Materials & Processing - Metals,Upstream,2001,Moody's detailed,0.2932456097149427,0.781864846128284,2.666245700620435,,
moodys_mi_detail,Moody's MI (detail),3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",1,Materials & Processing - Non-Metals,Materials & Processing - Non-Metals,Upstream,2001,Moody's detailed,0.0885140651080839,0.5898189293727785,6.663561645853172,,
moodys_mi_detail,Moody's MI (detail),3261,Plastics Product Manufacturing,1,Materials & Processing - Non-Metals,Materials & Processing - Non-Metals,Upstream,2001,Moody's detailed,0.2346645503033676,9.190317403621975,39.16363759136604,,
moodys_mi_detail,Moody's MI (detail),3262,Rubber Product Manufacturing,1,Materials & Processing - Non-Metals,Materials & Processing - Non-Metals,Upstream,2001,Moody's detailed,0.5480013167432982,3.438948046411198,6.275437560713224,,
moodys_mi_detail,Moody's MI (detail),3272,Glass and Glass Product Manufacturing,1,Materials & Processing - Non-Metals,Materials & Processing - Non-Metals,Upstream,2001,Moody's detailed,0.5746759592860471,4.925984375911311,8.571759956743525,,
moodys_mi_detail,Moody's MI (detail),3335,Metalworking Machinery Manufacturing,2,Equipment Manufacturing,Equipment Manufacturing,Upstream,2001,Moody's detailed,0.0781138186814543,3.802527850532085,48.67932351430257,,
moodys_mi_detail,Moody's MI (detail),3339,Other General Purpose Machinery Manufacturing,2,Equipment Manufacturing,Equipment Manufacturing,Upstream,2001,Moody's detailed,0.2191076203234622,4.260005097497361,19.44252368406192,,
moodys_mi_detail,Moody's MI (detail),3315,Foundries,3,Forging & Foundries,Forging & Foundries,Upstream,2001,Moody's detailed,0.6718042155478705,10.810523201692892,16.0917763710022,,
moodys_mi_detail,Moody's MI (detail),3321,Forging and Stamping,3,Forging & Foundries,Forging & Foundries,Upstream,2001,Moody's detailed,0.3924501979798644,2.381404213842187,6.068041820593936,,
moodys_mi_detail,Moody's MI (detail),3326,Spring and Wire Product Manufacturing,4,Parts & Machining,Parts & Machining,Upstream,2001,Moody's detailed,0.4020278427245708,1.6953916388254668,4.21710005788574,,
moodys_mi_detail,Moody's MI (detail),3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",4,Parts & Machining,Parts & Machining,Upstream,2001,Moody's detailed,0.3798883431259702,10.087201008215697,26.55306800206502,,
moodys_mi_detail,Moody's MI (detail),3329,Other Fabricated Metal Product Manufacturing,4,Parts & Machining,Parts & Machining,Upstream,2001,Moody's detailed,0.1601840236697625,2.4580385130807767,15.3450915813446,,
moodys_mi_detail,Moody's MI (detail),3344,Semiconductor and Other Electronic Component Manufacturing,4,Parts & Machining,Parts & Machining,Upstream,2001,Moody's detailed,0.2236609031791956,1.9011816622351754,8.500286081345033,,
moodys_mi_detail,Moody's MI (detail),3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",5,Component Systems,Component Systems,Upstream,2001,Moody's detailed,0.7169582878623106,3.2956124526862327,4.596658562260938,,
moodys_mi_detail,Moody's MI (detail),3345,"Navigational, Measuring, Electro medical, and Control Instruments Manufacturing",5,Component Systems,Component Systems,Upstream,2001,Moody's detailed,0.0208760538182582,0.20786836824385405,9.957263477738898,,
moodys_mi_detail,Moody's MI (detail),3359,Other Electrical Equipment and Component Manufacturing,5,Component Systems,Component Systems,Upstream,2001,Moody's detailed,0.503516468921238,1.0906661848841877,2.166098334818903,,
moodys_mi_detail,Moody's MI (detail),5413,"Architectural, Engineering, and Related Services",6,Engineering & Design,Engineering & Design,OEM,2001,Moody's detailed,0.007242971108885,0.5886454082017417,81.27126276669067,,
moodys_mi_detail,Moody's MI (detail),5414,Industrial design,6,Engineering & Design,Engineering & Design,OEM,2001,Moody's detailed,0.0336712633047057,0.3057827743444423,9.081416743330443,,
moodys_mi_detail,Moody's MI (detail),5417,Scientific Research and Development ,6,Engineering & Design,Engineering & Design,OEM,2001,Moody's detailed,0.0026962895876024,0.06464585984392168,23.97585932207163,,
moodys_mi_detail,Moody's MI (detail),3361,Motor Vehicle Manufacturing,7,Core Automotive,Core Automotive,OEM,2001,Moody's detailed,0.0069010519260291,0.5717807090138567,82.85413805643718,,
moodys_mi_detail,Moody's MI (detail),3362,Motor Vehicle Body and Trailer Manufacturing,7,Core Automotive,Core Automotive,OEM,2001,Moody's detailed,0.3212237652633554,3.6648430905790548,11.40900358843136,,
moodys_mi_detail,Moody's MI (detail),3363,Motor Vehicle Parts Manufacturing,7,Core Automotive,Core Automotive,OEM,2001,Moody's detailed,0.8663772574866386,176.38539014912797,203.589589436849,,
moodys_mi_detail,Moody's MI (detail),4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,8,"Motor Vehicle Parts, Materials, & Products Sales","Motor Vehicle Parts, Materials, & Products Sales",Downstream,2001,Moody's detailed,0.8079274458924952,17.007468101120185,21.050736904144287,,
moodys_mi_detail,Moody's MI (detail),4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,8,"Motor Vehicle Parts, Materials, & Products Sales","Motor Vehicle Parts, Materials, & Products Sales",Downstream,2001,Moody's detailed,0.2166970044359996,1.771733835642848,8.176088267828922,,
moodys_mi_detail,Moody's MI (detail),4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",8,"Motor Vehicle Parts, Materials, & Products Sales","Motor Vehicle Parts, Materials, & Products Sales",Downstream,2001,Moody's detailed,0.4099321154017989,11.300406451635958,27.566531206172407,,
moodys_mi_detail,Moody's MI (detail),4239,Miscellaneous Durable Goods Merchant Wholesalers,8,"Motor Vehicle Parts, Materials, & Products Sales","Motor Vehicle Parts, Materials, & Products Sales",Downstream,2001,Moody's detailed,0.2166970044359996,1.47603523604228,6.81151656841763,,
moodys_mi_detail,Moody's MI (detail),4247,Petroleum and Petroleum Products Merchant Wholesalers,8,"Motor Vehicle Parts, Materials, & Products Sales","Motor Vehicle Parts, Materials, & Products Sales",Downstream,2001,Moody's detailed,0.0091543465435165,0.033051782918828564,3.610501608357535,,
moodys_mi_detail,Moody's MI (detail),4413,"Automotive Parts, Accessories, and Tire Retailers",8,"Motor Vehicle Parts, Materials, & Products Sales","Motor Vehicle Parts, Materials, & Products Sales",Downstream,2001,Moody's detailed,0.055639800066299,0.7622449233927159,13.69963447899604,,
moodys_mi_detail,Moody's MI (detail),4571,Gasoline Stations,8,"Motor Vehicle Parts, Materials, & Products Sales","Motor Vehicle Parts, Materials, & Products Sales",Downstream,2001,Moody's detailed,0.0019959124612901,0.06028289634372698,30.20317649841309,,
moodys_mi_detail,Moody's MI (detail),4411,Automobile Dealers,9,"Dealers, Maintenance, & Repair","Dealers, Maintenance, & Repair",Downstream,2001,Moody's detailed,0.055639800066299,2.395002443060863,43.04477083323516,,
moodys_mi_detail,Moody's MI (detail),8111,Automotive Repair and Maintenance,9,"Dealers, Maintenance, & Repair","Dealers, Maintenance, & Repair",Downstream,2001,Moody's detailed,0.0062359117458964,0.2070651908318386,33.20527923893403,,
moodys_mi_detail,Moody's MI (detail),4841,General Freight Trucking,10,Logistics,Logistics,Downstream,2001,Moody's detailed,0.1403592121163865,3.4451443498190644,24.54519584337888,,
moodys_mi_detail,Moody's MI (detail),4842,Specialized Freight Trucking,10,Logistics,Logistics,Downstream,2001,Moody's detailed,0.1403592121163865,1.7277468738716417,12.30946546236656,,
moodys_mi_detail,Moody's MI (detail),3255,"Paint, Coating, and Adhesive Manufacturing",1,Materials & Processing - Coatings & Surface Treatments,Materials & Processing - Coatings & Surface Treatments,Upstream,2002,Moody's detailed,0.5150096802925763,2.169297502242449,4.212148985258052,,
moodys_mi_detail,Moody's MI (detail),3328,"Coating, Engraving, Heat Treating, and Allied Activities",1,Materials & Processing - Coatings & Surface Treatments,Materials & Processing - Coatings & Surface Treatments,Upstream,2002,Moody's detailed,0.2353528305668375,3.972998635153094,16.88103187705154,,
moodys_mi_detail,Moody's MI (detail),3311,Iron and Steel Mills and Ferroalloy Manufacturing,1,Materials & Processing - Metals,Materials & Processing - Metals,Upstream,2002,Moody's detailed,0.4155561904757487,2.874862911725023,6.918108736230693,,
moodys_mi_detail,Moody's MI (detail),3312,Steel Product Manufacturing from Purchased Steel,1,Materials & Processing - Metals,Materials & Processing - Metals,Upstream,2002,Moody's detailed,0.4018232314810702,1.0189557660348623,2.535830898276137,,
moodys_mi_detail,Moody's MI (detail),3313,Alumina and Aluminum Production and Processing,1,Materials & Processing - Metals,Materials & Processing - Metals,Upstream,2002,Moody's detailed,0.3207778863371143,0.636101332507642,1.982996208906825,,
moodys_mi_detail,Moody's MI (detail),3314,Nonferrous Metal (except Aluminum) Production and Processing,1,Materials & Processing - Metals,Materials & Processing - Metals,Upstream,2002,Moody's detailed,0.2932456097149427,0.6735330290194832,2.29682220877649,,
moodys_mi_detail,Moody's MI (detail),3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",1,Materials & Processing - Non-Metals,Materials & Processing - Non-Metals,Upstream,2002,Moody's detailed,0.0885140651080839,0.5418911467140997,6.122090834404681,,
moodys_mi_detail,Moody's MI (detail),3261,Plastics Product Manufacturing,1,Materials & Processing - Non-Metals,Materials & Processing - Non-Metals,Upstream,2002,Moody's detailed,0.2346645503033676,8.794328225492508,37.47616848869355,,
moodys_mi_detail,Moody's MI (detail),3262,Rubber Product Manufacturing,1,Materials & Processing - Non-Metals,Materials & Processing - Non-Metals,Upstream,2002,Moody's detailed,0.5480013167432982,3.1788776511324643,5.800857687759088,,
moodys_mi_detail,Moody's MI (detail),3272,Glass and Glass Product Manufacturing,1,Materials & Processing - Non-Metals,Materials & Processing - Non-Metals,Upstream,2002,Moody's detailed,0.5746759592860471,4.680130040279713,8.143946105026052,,
