Geography:,naics_code,metric,year,yoy_pct
Michigan,3252,employment,2024,-2.673128553637983
Michigan,3252,employment,2025,-0.39180118407181314
Michigan,3252,employment,2026,1.1363605011928912
Michigan,3252,employment,2027,-0.5518693209255544
Michigan,3252,employment,2028,-0.7008328730767363
Michigan,3252,employment,2029,-0.9956331333486362
Michigan,3252,employment,2030,-0.8700920269156788
Michigan,3252,gdp,2024,-0.7909581513789498
Michigan,3252,gdp,2025,-3.704681316290629
Michigan,3252,gdp,2026,6.273976421444829
Michigan,3252,gdp,2027,5.681726281288949
Michigan,3252,gdp,2028,6.80527661753613
Michigan,3252,gdp,2029,6.905146822143288
Michigan,3252,gdp,2030,6.877800057310303
Michigan,3252,wages,2024,2.141615971249158
Michigan,3252,wages,2025,0.9373876832976067
Michigan,3252,wages,2026,1.881795296689718
Michigan,3252,wages,2027,1.2971229386661727
Michigan,3252,wages,2028,0.88232064159916
Michigan,3252,wages,2029,1.3447078357454239
Michigan,3252,wages,2030,1.6219292652685873
Michigan,3255,employment,2024,-2.67312776831146
Michigan,3255,employment,2025,-0.23307068008392448
Michigan,3255,employment,2026,1.9270291882376969
Michigan,3255,employment,2027,0.2553405170592348
Michigan,3255,employment,2028,0.07784993081669637
Michigan,3255,employment,2029,-0.2458832778145751
Michigan,3255,employment,2030,-0.1464563792280463
Michigan,3255,gdp,2024,3.2788379814883037
Michigan,3255,gdp,2025,-1.136404497030669
Michigan,3255,gdp,2026,5.769341593998665
Michigan,3255,gdp,2027,4.549390968271525
Michigan,3255,gdp,2028,5.5191612838101
Michigan,3255,gdp,2029,5.709695298147341
Michigan,3255,gdp,2030,5.760934885703487
Michigan,3255,wages,2024,4.002643577937181
Michigan,3255,wages,2025,2.9700941976501136
Michigan,3255,wages,2026,2.2424506482235826
Michigan,3255,wages,2027,1.8446148949824726
Michigan,3255,wages,2028,1.4098968166063999
Michigan,3255,wages,2029,1.8557838014497563
Michigan,3255,wages,2030,2.115415195043582
Michigan,3261,employment,2024,-0.8390386589821506
Michigan,3261,employment,2025,-2.961000030262053
Michigan,3261,employment,2026,1.2387475297493387
Michigan,3261,employment,2027,-0.3094833907511009
Michigan,3261,employment,2028,-0.6805694799188694
Michigan,3261,employment,2029,-0.9666442867065602
Michigan,3261,employment,2030,-0.7831965267015305
Michigan,3261,gdp,2024,-2.175808462547318
Michigan,3261,gdp,2025,-3.456280971969018
Michigan,3261,gdp,2026,5.418508942053003
Michigan,3261,gdp,2027,3.5216112467378635
Michigan,3261,gdp,2028,3.2411347558868266
Michigan,3261,gdp,2029,3.167604472455338
Michigan,3261,gdp,2030,3.1011988964271233
Michigan,3261,wages,2024,4.062194489475507
Michigan,3261,wages,2025,1.489755571888068
Michigan,3261,wages,2026,3.061150989096718
Michigan,3261,wages,2027,2.7076143547312967
Michigan,3261,wages,2028,2.249196857935274
Michigan,3261,wages,2029,2.676092717746723
Michigan,3261,wages,2030,2.9141517938685926
Michigan,3262,employment,2024,-4.3223778421995895
Michigan,3262,employment,2025,-5.6534585320077015
Michigan,3262,employment,2026,-0.0815687054092959
Michigan,3262,employment,2027,-1.298198192789896
Michigan,3262,employment,2028,-1.6331079521537708
Michigan,3262,employment,2029,-1.8842035446701044
Michigan,3262,employment,2030,-1.6693555093105705
Michigan,3262,gdp,2024,-6.397235287724104
Michigan,3262,gdp,2025,-8.0811408057985
Michigan,3262,gdp,2026,3.0197843696356457
Michigan,3262,gdp,2027,1.5515739825043233
Michigan,3262,gdp,2028,1.2501754732830623
Michigan,3262,gdp,2029,1.2456716161407275
Michigan,3262,gdp,2030,1.2934386881865747
Michigan,3262,wages,2024,1.3339770878948123
Michigan,3262,wages,2025,-0.8874354642535005
Michigan,3262,wages,2026,1.2530027427829968
Michigan,3262,wages,2027,1.1739677640352675
Michigan,3262,wages,2028,0.7713702978528753
Michigan,3262,wages,2029,1.2445362055952303
Michigan,3262,wages,2030,1.5319262078895028
Michigan,3272,employment,2024,2.2341047691016263
Michigan,3272,employment,2025,1.6478546777959484
Michigan,3272,employment,2026,-2.699458948096305
Michigan,3272,employment,2027,-2.024432693434309
Michigan,3272,employment,2028,-1.8723706725460254
Michigan,3272,employment,2029,-1.8803266346392875
Michigan,3272,employment,2030,-1.6676039245709717
Michigan,3272,gdp,2024,-1.558456627712598
Michigan,3272,gdp,2025,-6.681240838534594
Michigan,3272,gdp,2026,1.0687414526903023
