segment_id,segment_name,year,employment_qcew_raw,employment_bea,naics_count,share_min,share_max,share_weighted
1,Materials & Processing - Coatings & Surface Treatments,2001,22143.0,1012.4930830979999,2,0.012321176,0.053466266,0.0457251990741092
1,Materials & Processing - Coatings & Surface Treatments,2002,20908.0,948.272628548,2,0.012321176,0.053466266,0.045354535515018175
1,Materials & Processing - Coatings & Surface Treatments,2003,20090.0,908.61058687,2,0.012321176,0.053466266,0.04522700780836237
1,Materials & Processing - Coatings & Surface Treatments,2004,20005.0,905.67061277,2,0.012321176,0.053466266,0.04527221258535366
1,Materials & Processing - Coatings & Surface Treatments,2005,19499.0,901.699077664,2,0.012321176,0.053466266,0.04624334979557926
1,Materials & Processing - Coatings & Surface Treatments,2006,18854.0,872.315327254,2,0.012321176,0.053466266,0.04626685728513843
1,Materials & Processing - Coatings & Surface Treatments,2007,18558.0,858.0939710279999,2,0.012321176,0.053466266,0.046238493966375686
1,Materials & Processing - Coatings & Surface Treatments,2008,17346.0,803.003097876,2,0.012321176,0.053466266,0.04629327210169491
1,Materials & Processing - Coatings & Surface Treatments,2009,12885.0,586.33812804,2,0.012321176,0.053466266,0.045505481415599534
1,Materials & Processing - Coatings & Surface Treatments,2010,13755.0,635.65164558,2,0.012321176,0.053466266,0.04621240607633588
1,Materials & Processing - Coatings & Surface Treatments,2011,15563.0,717.382986838,2,0.012321176,0.053466266,0.04609541777536465
1,Materials & Processing - Coatings & Surface Treatments,2012,16981.0,776.0817945859999,2,0.012321176,0.053466266,0.045702950037453616
1,Materials & Processing - Coatings & Surface Treatments,2013,17370.0,787.41680136,2,0.012321176,0.053466266,0.04533199777547496
1,Materials & Processing - Coatings & Surface Treatments,2014,18507.0,821.2990569419999,2,0.012321176,0.053466266,0.04437775203663478
1,Materials & Processing - Coatings & Surface Treatments,2015,18315.0,805.06749582,2,0.012321176,0.053466266,0.043956729228501225
1,Materials & Processing - Coatings & Surface Treatments,2016,18216.0,787.595388846,2,0.012321176,0.053466266,0.043236461838274044
1,Materials & Processing - Coatings & Surface Treatments,2017,18429.0,790.7135404139999,2,0.012321176,0.053466266,0.04290593848901188
1,Materials & Processing - Coatings & Surface Treatments,2018,18583.0,793.0224524180001,2,0.012321176,0.053466266,0.042674619405801
1,Materials & Processing - Coatings & Surface Treatments,2019,18773.0,794.9108798679999,2,0.012321176,0.053466266,0.042343305804506466
1,Materials & Processing - Coatings & Surface Treatments,2020,15939.0,660.2569689239999,2,0.012321176,0.053466266,0.04142398951778656
1,Materials & Processing - Coatings & Surface Treatments,2021,16061.0,670.236040936,2,0.012321176,0.053466266,0.0417306544384534
1,Materials & Processing - Coatings & Surface Treatments,2022,16007.0,665.908784422,2,0.012321176,0.053466266,0.04160109854576123
1,Materials & Processing - Coatings & Surface Treatments,2023,16200.0,680.91831402,2,0.012321176,0.053466266,0.0420319946925926
1,Materials & Processing - Coatings & Surface Treatments,2024,15568.0,653.505122858,2,0.012321176,0.053466266,0.04197746164298562
1,Materials & Processing - Metals,2001,15378.0,2237.2150452299998,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2002,13748.0,2000.08014318,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2003,13135.0,1910.8999622249999,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2004,12738.0,1853.14379283,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2005,12402.0,1804.26199707,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2006,12105.0,1761.053981175,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2007,12152.0,1767.89161332,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2008,11565.0,1682.4939522749999,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2009,8894.0,1293.91277229,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2010,9644.0,1403.02392354,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2011,11093.0,1613.826667755,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2012,10884.0,1583.4210269399998,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2013,11334.0,1648.88771769,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2014,11577.0,1684.239730695,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2015,11816.0,1719.00981756,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2016,11591.0,1686.2764721849999,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2017,11768.0,1712.02670388,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2018,11868.0,1726.57485738,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2019,11686.0,1700.09721801,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2020,9426.0,1371.3089489099998,4,0.145481535,0.145481535,0.14548153499999997
1,Materials & Processing - Metals,2021,9099.0,1323.736486965,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2022,9148.0,1330.86508218,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2023,9271.0,1348.759310985,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Metals,2024,9192.0,1337.26626972,4,0.145481535,0.145481535,0.145481535
1,Materials & Processing - Non-Metals,2001,59046.0,3159.0156151110004,4,0.012321176,0.060836224,0.05350092495869323
1,Materials & Processing - Non-Metals,2002,55502.0,2969.451523748,4,0.012321176,0.060836224,0.05350170306922273
1,Materials & Processing - Non-Metals,2003,55250.0,2964.13672184,4,0.012321176,0.060836224,0.05364953342696833
1,Materials & Processing - Non-Metals,2004,54329.0,2933.952335718,4,0.012321176,0.060836224,0.05400342976528189
1,Materials & Processing - Non-Metals,2005,56645.0,2932.573150473,4,0.012321176,0.060836224,0.05177108571759202
1,Materials & Processing - Non-Metals,2006,54661.0,2841.511634251,4,0.012321176,0.060836224,0.05198425997056402
1,Materials & Processing - Non-Metals,2007,51429.0,2656.7314612640002,4,0.012321176,0.060836224,0.05165823681704875
1,Materials & Processing - Non-Metals,2008,48682.0,2498.06815591,4,0.012321176,0.060836224,0.05131400016248305
1,Materials & Processing - Non-Metals,2009,37841.0,1875.652201366,4,0.012321176,0.060836224,0.04956666582188632
1,Materials & Processing - Non-Metals,2010,40738.0,2053.33831001,4,0.012321176,0.060836224,0.05040351293657028
1,Materials & Processing - Non-Metals,2011,43190.0,2185.1456056819998,4,0.012321176,0.060836224,0.050593785730076404
1,Materials & Processing - Non-Metals,2012,44354.0,2277.326657478,4,0.012321176,0.060836224,0.05134433551603012
1,Materials & Processing - Non-Metals,2013,46037.0,2388.774502705,4,0.012321176,0.060836224,0.051888144377457264
1,Materials & Processing - Non-Metals,2014,48603.0,2541.968470423,4,0.012321176,0.060836224,0.05230064955708495
1,Materials & Processing - Non-Metals,2015,49851.0,2617.4365868219998,4,0.012321176,0.060836224,0.052505197224168014
1,Materials & Processing - Non-Metals,2016,51428.0,2720.8722072650003,4,0.012321176,0.060836224,0.052906436323889715
1,Materials & Processing - Non-Metals,2017,52029.0,2758.1782384499998,4,0.012321176,0.060836224,0.05301232463529954
1,Materials & Processing - Non-Metals,2018,53273.0,2807.637818297,4,0.012321176,0.060836224,0.052702829168565696
1,Materials & Processing - Non-Metals,2019,53132.0,2792.0169462310005,4,0.012321176,0.060836224,0.052548689042968465
1,Materials & Processing - Non-Metals,2020,45585.0,2404.5833719720004,4,0.012321176,0.060836224,0.052749443281167055
1,Materials & Processing - Non-Metals,2021,47357.0,2520.225892904,4,0.012321176,0.060836224,0.053217600204911626
1,Materials & Processing - Non-Metals,2022,48134.0,2579.6856299270003,4,0.012321176,0.060836224,0.05359383450216064
1,Materials & Processing - Non-Metals,2023,48098.0,2595.605082931,4,0.012321176,0.060836224,0.05396492750074847
1,Materials & Processing - Non-Metals,2024,47844.0,2571.542381362,4,0.012321176,0.060836224,0.0537484821787894
2,Equipment Manufacturing,2001,69888.0,2746.606227456,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2002,61235.0,2406.54235832,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2003,58385.0,2294.53703912,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2004,56958.0,2238.455779296,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2005,55729.0,2190.155941648,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2006,54338.0,2135.489485856,2,0.039300112,0.039300112,0.039300112000000005
2,Equipment Manufacturing,2007,51185.0,2011.57623272,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2008,49109.0,1929.9892002079998,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2009,39495.0,1552.15792344,2,0.039300112,0.039300112,0.039300112000000005
2,Equipment Manufacturing,2010,40126.0,1576.9562941119998,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2011,44416.0,1745.553774592,2,0.039300112,0.039300112,0.039300112000000005
2,Equipment Manufacturing,2012,48753.0,1915.9983603359997,2,0.039300112,0.039300112,0.03930011199999999
2,Equipment Manufacturing,2013,50347.0,1978.642738864,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2014,51620.0,2028.67178144,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2015,52970.0,2081.72693264,2,0.039300112,0.039300112,0.039300112000000005
2,Equipment Manufacturing,2016,53396.0,2098.468780352,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2017,54519.0,2142.602806128,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2018,55424.0,2178.1694074879997,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2019,53502.0,2102.634592224,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2020,48267.0,1896.8985059039996,2,0.039300112,0.039300112,0.03930011199999999
2,Equipment Manufacturing,2021,48420.0,1902.9114230399998,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2022,48839.0,1919.3781699679998,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2023,48876.0,1920.832274112,2,0.039300112,0.039300112,0.039300112
2,Equipment Manufacturing,2024,47550.0,1868.7203255999998,2,0.039300112,0.039300112,0.039300112
