segment_id,segment_name,year,employment_yoy_pct,wages_yoy_pct,gdp_yoy_pct
1,1. Materials & Processing - Coatings & Surface Treatments,1970,,,
1,1. Materials & Processing - Coatings & Surface Treatments,1971,-4.319742150969496,,
1,1. Materials & Processing - Coatings & Surface Treatments,1972,1.7834147075407585,,
1,1. Materials & Processing - Coatings & Surface Treatments,1973,5.681993652698549,,
1,1. Materials & Processing - Coatings & Surface Treatments,1974,0.3096010583751166,,
1,1. Materials & Processing - Coatings & Surface Treatments,1975,-9.418188945055684,,
1,1. Materials & Processing - Coatings & Surface Treatments,1976,4.138684851437553,13.088088828672301,
1,1. Materials & Processing - Coatings & Surface Treatments,1977,4.115078020391306,12.050059652120293,
1,1. Materials & Processing - Coatings & Surface Treatments,1978,6.302179379726787,14.462705690431507,12.257936626969915
1,1. Materials & Processing - Coatings & Surface Treatments,1979,3.734026656240873,12.320082786253158,12.76815298669911
1,1. Materials & Processing - Coatings & Surface Treatments,1980,-5.80189308903448,3.963124355494766,1.8697882203785061
1,1. Materials & Processing - Coatings & Surface Treatments,1981,0.4267465313257298,9.700137630951016,14.412458772430814
1,1. Materials & Processing - Coatings & Surface Treatments,1982,-7.091844426285472,0.3952330353380708,-3.3091449239875885
1,1. Materials & Processing - Coatings & Surface Treatments,1983,-0.49033621941130284,4.187346984877374,10.10950451350991
1,1. Materials & Processing - Coatings & Surface Treatments,1984,8.652140271893334,14.58530485000789,12.952597390176981
1,1. Materials & Processing - Coatings & Surface Treatments,1985,2.750491262163378,8.501697566194437,6.840840414053674
1,1. Materials & Processing - Coatings & Surface Treatments,1986,-2.3603953571268104,1.4511272898172431,2.849320554872818
1,1. Materials & Processing - Coatings & Surface Treatments,1987,2.193123687324265,5.640908221966746,12.402680312412107
1,1. Materials & Processing - Coatings & Surface Treatments,1988,4.462683689847918,10.20226263100482,9.666142988610634
1,1. Materials & Processing - Coatings & Surface Treatments,1989,-0.012135801131230627,2.2967027963735602,5.669567170426807
1,1. Materials & Processing - Coatings & Surface Treatments,1990,-1.5634930151984732,3.4601003692939565,3.5737355027704867
1,1. Materials & Processing - Coatings & Surface Treatments,1991,-3.5450373673233235,-2.0733187645259297,-3.0031187706268163
1,1. Materials & Processing - Coatings & Surface Treatments,1992,-0.6448476421589968,5.753703858295769,5.378734036207884
1,1. Materials & Processing - Coatings & Surface Treatments,1993,1.3781781827643587,3.625168602565159,5.099745482218973
1,1. Materials & Processing - Coatings & Surface Treatments,1994,3.301101836262693,8.133882847000477,14.68367486036568
1,1. Materials & Processing - Coatings & Surface Treatments,1995,2.7194095018633413,6.179084570605484,5.648326459568408
1,1. Materials & Processing - Coatings & Surface Treatments,1996,0.31541858650788723,5.21025612187546,3.8613638112589452
1,1. Materials & Processing - Coatings & Surface Treatments,1997,3.772090856191211,7.41436462398745,4.791033269439267
1,1. Materials & Processing - Coatings & Surface Treatments,1998,2.744595918371509,4.646047871539507,1.826330639151845
1,1. Materials & Processing - Coatings & Surface Treatments,1999,-0.10953368551510892,2.284902777037947,2.9767373928302856
1,1. Materials & Processing - Coatings & Surface Treatments,2000,1.5137454595124056,5.131795782093098,1.7154975826696366
1,1. Materials & Processing - Coatings & Surface Treatments,2001,-6.034781112202698,-3.81320718263601,-5.8052061063861125
1,1. Materials & Processing - Coatings & Surface Treatments,2002,-7.307137907818865,-4.994397407721602,-0.3063904857211266
1,1. Materials & Processing - Coatings & Surface Treatments,2003,-4.385629643305303,-1.3251122383757707,-0.22496526710412923
1,1. Materials & Processing - Coatings & Surface Treatments,2004,-0.055476477261700026,4.499896799997024,8.008269751154714
1,1. Materials & Processing - Coatings & Surface Treatments,2005,0.5074512276352227,1.6293139565506005,1.186202714628437
1,1. Materials & Processing - Coatings & Surface Treatments,2006,1.3718712444920056,5.059431167364578,11.050491947736498
1,1. Materials & Processing - Coatings & Surface Treatments,2007,-1.1052328354866607,1.16103915831134,4.482126908590039
1,1. Materials & Processing - Coatings & Surface Treatments,2008,-3.059105095625897,0.6113075127695149,-3.35169992294282
1,1. Materials & Processing - Coatings & Surface Treatments,2009,-13.587357036850461,-14.062651038141988,-6.0380187751106025
1,1. Materials & Processing - Coatings & Surface Treatments,2010,0.2681663175128927,4.983326350850035,6.130528283059164
